content_id,publish_date,category,brand,product_id,content_type,author_id,has_negative_detail,has_size_feedback,has_price_judgment,has_comparison,has_usage_scenario,positive_cliche_ratio,decision_info_score,effective_interaction_score,decision_path_entry_score,transaction_feedback_score,author_credibility_score,decision_value_score,exposure,like_rate,favorite_rate,comment_rate,effective_comment_rate,product_card_click_rate,product_detail_uv_rate,price_view_rate,review_view_rate,purchase_conversion_rate,cancel_return_rate
C00098,2026-04-29,潮鞋,Adidas,SKU4381,穿搭展示,A27372,0,0,0,1,1,0.3739,36.94,36.7,54.15,33.88,38.85,40.77,24047,0.1156,0.0381,0.0193,0.0103,0.0427,0.02,0.0155,0.027,0.0205,0.0906
C00099,2026-05-15,潮鞋,Converse,SKU7445,真实体验,A34947,0,1,1,1,1,0.1382,83.13,43.01,75.6,77.31,78.0,71.55,11825,0.0593,0.0479,0.0293,0.0197,0.0769,0.0661,0.0912,0.0581,0.0476,0.0677
C00100,2026-04-19,潮鞋,Converse,SKU3294,同质化好评,A66815,0,0,0,0,0,0.6474,9.9,17.61,11.78,25.52,28.96,16.94,12377,0.0595,0.0276,0.0286,0.0122,0.0161,0.0113,0.0083,0.0114,0.0017,0.115
C00101,2026-05-12,潮鞋,Jordan,SKU9931,价格判断,A12253,0,0,1,0,0,0.1974,43.48,37.41,44.48,51.28,57.64,45.49,10989,0.062,0.0273,0.0482,0.0267,0.0429,0.0347,0.0746,0.032,0.0223,0.0841
C00102,2026-05-23,潮鞋,Nike,SKU7498,真实体验,A27516,1,1,0,0,0,0.2759,61.58,51.59,53.57,63.94,65.51,58.44,13143,0.0474,0.0411,0.0582,0.0415,0.0451,0.0298,0.0358,0.0832,0.0291,0.0458
C00103,2026-04-28,潮鞋,Jordan,SKU1464,同质化好评,A41609,0,0,0,0,0,0.7494,17.49,33.76,12.18,16.65,42.67,21.77,23049,0.0846,0.0361,0.0154,0.0069,0.0181,0.0126,0.0094,0.0135,0.0088,0.0963
C00104,2026-05-12,潮鞋,Jordan,SKU7289,穿搭展示,A56887,0,0,0,0,1,0.5291,38.2,37.08,28.21,40.7,57.76,37.94,24208,0.0604,0.0532,0.029,0.0151,0.0152,0.0114,0.037,0.0295,0.0166,0.1
C00105,2026-05-12,潮鞋,Nike,SKU7863,真实体验,A30319,1,1,0,1,0,0.2313,73.98,73.82,61.75,76.58,66.86,70.7,15745,0.043,0.0669,0.0466,0.0358,0.0628,0.0399,0.0391,0.0865,0.0367,0.0385
C00106,2026-06-07,潮鞋,Puma,SKU6985,穿搭展示,A35677,0,0,0,0,1,0.3945,38.26,20.17,34.52,33.07,42.1,33.05,3873,0.0667,0.0499,0.0334,0.0166,0.0206,0.0179,0.0183,0.0205,0.0171,0.0997
C00107,2026-04-28,潮鞋,Vans,SKU1662,对比测评,A32252,1,0,1,1,0,0.1555,74.05,78.81,66.05,67.6,70.23,71.33,8757,0.0636,0.0438,0.0314,0.0242,0.0663,0.056,0.0743,0.076,0.04,0.0683
C00108,2026-05-09,潮鞋,Asics,SKU8193,同质化好评,A26336,0,0,0,0,0,0.7522,11.95,30.15,11.42,21.22,34.96,19.61,6569,0.0665,0.0332,0.0148,0.0065,0.0105,0.0073,0.0072,0.0184,0.0056,0.1075
C00109,2026-05-18,潮鞋,Jordan,SKU7759,价格判断,A92718,0,0,1,0,1,0.1623,58.65,27.84,52.78,44.78,49.95,47.38,17176,0.0184,0.0209,0.0266,0.015,0.0487,0.0323,0.0711,0.0398,0.0343,0.0881
C00110,2026-04-30,潮鞋,Jordan,SKU3148,同质化好评,A71815,0,1,0,0,0,0.768,16.23,27.54,28.42,44.01,42.03,29.68,8878,0.0722,0.0327,0.0189,0.0091,0.0187,0.021,0.0097,0.0342,0.0157,0.0791
C00111,2026-06-10,潮鞋,Nike,SKU2809,价格判断,A88590,0,0,1,1,0,0.0758,69.29,48.12,59.62,50.14,50.59,56.94,22799,0.0713,0.0256,0.0468,0.0284,0.0599,0.0313,0.0748,0.0467,0.0417,0.0771
C00112,2026-05-23,潮鞋,Jordan,SKU9578,对比测评,A68483,1,1,0,1,0,0.0642,79.32,74.45,68.7,68.56,52.61,70.87,9025,0.069,0.0374,0.035,0.0269,0.0502,0.05,0.051,0.0854,0.0422,0.055
C00113,2026-05-04,潮鞋,Puma,SKU2931,真实体验,A38594,1,1,0,0,1,0.3905,60.31,62.77,52.4,67.62,63.35,60.59,12206,0.0476,0.0356,0.0588,0.0425,0.0406,0.0313,0.0337,0.079,0.0317,0.066
C00114,2026-05-15,潮鞋,Vans,SKU4581,同质化好评,A19747,0,1,0,0,0,0.733,39.97,25.98,22.42,37.83,39.95,32.36,14635,0.0643,0.0321,0.0137,0.0068,0.011,0.0146,0.0225,0.0399,0.0061,0.0935
C00115,2026-05-14,潮鞋,Puma,SKU2371,同质化好评,A70615,0,0,0,0,0,0.6102,24.87,25.11,21.48,26.31,43.16,26.19,19845,0.0989,0.0328,0.0167,0.0078,0.0246,0.0187,0.0207,0.015,0.001,0.1009
C00116,2026-05-03,潮鞋,Nike,SKU9227,真实体验,A32016,1,1,0,1,0,0.3975,68.15,63.19,53.9,59.69,68.28,61.92,8426,0.1131,0.028,0.0259,0.0189,0.054,0.0521,0.0378,0.0764,0.022,0.0557
C00117,2026-06-05,潮鞋,New Balance,SKU9341,同质化好评,A58864,0,0,0,0,0,0.7567,21.07,36.04,16.37,26.17,41.8,25.98,19133,0.0671,0.0287,0.0115,0.0054,0.0182,0.0126,0.0105,0.0135,0.001,0.1163
C00118,2026-05-31,潮鞋,Puma,SKU6439,真实体验,A81177,1,1,1,0,1,0.2441,86.9,49.26,73.33,80.91,84.39,74.53,12494,0.0178,0.0453,0.0643,0.0505,0.073,0.0705,0.0697,0.0863,0.046,0.0541
C00119,2026-05-13,潮鞋,New Balance,SKU8885,穿搭展示,A73804,0,0,0,0,1,0.323,40.12,42.65,27.91,23.46,31.6,33.39,26167,0.0734,0.038,0.0398,0.0199,0.0341,0.024,0.0217,0.0247,0.0131,0.1092
C00120,2026-05-10,潮鞋,Jordan,SKU9080,疑似软广,A44174,0,0,0,0,0,0.6072,14.94,29.74,19.99,36.65,16.6,23.67,20753,0.0747,0.0186,0.0142,0.0065,0.007,0.0059,0.0109,0.03,0.0036,0.1147
C00121,2026-06-08,潮鞋,Asics,SKU9224,穿搭展示,A46872,0,0,0,0,1,0.4037,30.86,37.39,37.96,34.97,47.25,36.4,7514,0.0723,0.0534,0.0393,0.0202,0.0284,0.0238,0.0279,0.0359,0.0119,0.1158
C00122,2026-05-21,潮鞋,Converse,SKU2526,同质化好评,A92444,0,0,1,0,0,0.9559,18.47,22.48,20.42,40.96,39.15,26.33,23917,0.1222,0.0285,0.0146,0.0069,0.0256,0.0205,0.0388,0.0118,0.0155,0.1153
C00123,2026-06-03,潮鞋,Adidas,SKU7861,穿搭展示,A70598,0,0,1,1,1,0.4217,65.58,34.8,64.27,55.18,59.62,56.42,8139,0.0916,0.0675,0.0294,0.0177,0.0602,0.0416,0.0593,0.0356,0.0369,0.0871
C00124,2026-05-09,潮鞋,Adidas,SKU5194,真实体验,A99640,1,1,1,0,1,0.3396,74.32,52.39,66.63,76.21,65.09,67.47,10032,0.0459,0.0372,0.0551,0.0416,0.0592,0.0621,0.072,0.0746,0.0446,0.0595
C00125,2026-05-30,潮鞋,Nike,SKU1599,同质化好评,A26970,0,0,0,0,0,0.6171,19.76,18.28,24.13,24.41,29.81,22.49,19835,0.0646,0.0273,0.0239,0.0108,0.0088,0.0054,0.0152,0.0229,0.0081,0.1019
C00126,2026-05-08,潮鞋,Nike,SKU3205,同质化好评,A59808,0,0,0,0,0,0.5981,17.63,37.15,18.88,27.25,44.88,26.5,19054,0.0491,0.0239,0.0199,0.0093,0.0257,0.0221,0.0213,0.021,0.008,0.0997
C00127,2026-05-08,潮鞋,Nike,SKU8360,对比测评,A35252,0,1,0,1,1,0.2045,66.68,46.45,63.67,64.27,59.21,60.65,12069,0.0418,0.0376,0.0294,0.0183,0.0607,0.055,0.0423,0.0661,0.0312,0.0921
C00128,2026-05-03,潮鞋,Vans,SKU8079,真实体验,A36992,1,0,0,0,1,0.267,47.71,56.57,37.15,49.11,80.5,50.4,11129,0.0318,0.0326,0.0404,0.0273,0.0405,0.0306,0.0371,0.0507,0.0213,0.0707
C00129,2026-04-18,潮鞋,Converse,SKU4100,同质化好评,A95637,0,0,0,0,0,0.5086,26.62,34.34,22.74,23.44,27.46,26.64,12303,0.0863,0.0389,0.0071,0.0033,0.0139,0.0087,0.0156,0.0121,0.001,0.0966
C00130,2026-05-02,潮鞋,Puma,SKU5909,同质化好评,A54240,0,0,0,0,0,0.6512,24.84,34.85,20.42,24.52,42.28,27.42,20563,0.0954,0.0265,0.0183,0.0087,0.0178,0.0137,0.0103,0.0253,0.0064,0.0952
C00131,2026-04-28,潮鞋,New Balance,SKU3940,价格判断,A11121,0,0,1,1,1,0.1326,63.98,52.55,60.85,57.77,69.15,60.18,5838,0.0629,0.0297,0.0455,0.0283,0.0725,0.0561,0.0752,0.0339,0.0424,0.0737
C00132,2026-05-03,潮鞋,Puma,SKU5060,真实体验,A70469,0,0,0,0,1,0.3549,34.81,39.04,29.26,38.39,48.34,36.34,21050,0.0422,0.037,0.0423,0.0217,0.0212,0.0155,0.0343,0.0237,0.0144,0.0738
C00133,2026-05-22,潮鞋,Asics,SKU1021,穿搭展示,A90342,0,0,0,1,1,0.2728,55.93,35.12,46.09,52.63,57.24,48.78,12711,0.1143,0.0382,0.0341,0.0194,0.037,0.0299,0.0297,0.0275,0.0183,0.0907
C00134,2026-05-29,潮鞋,Jordan,SKU8767,同质化好评,A93422,0,0,0,0,1,0.786,35.43,35.12,38.79,32.79,46.37,36.78,23632,0.0548,0.0276,0.014,0.0072,0.0254,0.0174,0.0205,0.0291,0.0096,0.1029
C00135,2026-06-08,潮鞋,Converse,SKU3549,同质化好评,A87468,0,0,0,0,0,0.7541,19.58,23.86,15.12,24.78,37.44,22.15,2915,0.0671,0.0326,0.0157,0.0071,0.0121,0.009,0.006,0.0058,0.001,0.1162
C00136,2026-06-03,潮鞋,New Balance,SKU1186,真实体验,A71115,0,1,1,0,1,0.2465,68.03,35.92,61.34,54.78,59.3,56.41,9773,0.0396,0.043,0.0403,0.0244,0.0395,0.0345,0.0608,0.0547,0.0365,0.0708
C00137,2026-04-27,潮鞋,Asics,SKU5529,对比测评,A50240,1,0,0,1,1,0.1113,73.17,61.79,57.11,62.46,67.82,64.2,21567,0.041,0.044,0.0495,0.0366,0.0564,0.0367,0.0328,0.0599,0.0236,0.0545
C00138,2026-05-19,潮鞋,Converse,SKU9103,价格判断,A47262,0,0,1,0,0,0.2119,47.45,42.5,36.11,40.58,52.19,42.73,19021,0.0569,0.0346,0.0127,0.0069,0.0335,0.0239,0.0575,0.0246,0.03,0.0909
C00139,2026-04-28,潮鞋,Puma,SKU9921,价格判断,A48908,1,0,1,0,0,0.21,60.47,69.03,55.18,53.82,62.76,59.76,9363,0.0507,0.0209,0.0453,0.0326,0.0516,0.0366,0.0669,0.0713,0.0445,0.0727
C00140,2026-05-29,潮鞋,Converse,SKU5135,同质化好评,A87730,0,0,0,1,1,0.5302,48.73,48.07,50.76,35.82,51.18,46.77,10454,0.0704,0.0397,0.0188,0.0105,0.0317,0.018,0.0197,0.033,0.0225,0.1055
C00141,2026-05-27,潮鞋,New Balance,SKU6382,价格判断,A44831,0,0,1,0,0,0.2289,32.25,44.26,43.47,44.07,53.51,41.95,15678,0.07,0.0446,0.052,0.028,0.0493,0.0358,0.0596,0.0293,0.0243,0.0831
C00142,2026-05-28,潮鞋,Adidas,SKU1037,穿搭展示,A55108,0,0,1,0,1,0.3883,55.08,27.35,48.82,58.42,48.83,48.01,19544,0.0961,0.0334,0.0296,0.0168,0.0377,0.024,0.0668,0.0343,0.0278,0.0947
C00143,2026-04-29,潮鞋,Vans,SKU2865,同质化好评,A70518,0,1,0,0,1,0.9082,38.44,14.45,33.09,52.18,45.15,35.72,28455,0.082,0.0367,0.0073,0.0037,0.0247,0.0225,0.0229,0.0299,0.0115,0.0959
C00144,2026-04-20,潮鞋,Adidas,SKU9195,对比测评,A37832,1,1,0,1,1,0.1006,78.56,61.56,75.82,76.23,68.6,73.01,13930,0.0635,0.0334,0.0533,0.0415,0.0625,0.0419,0.0457,0.0898,0.0453,0.0559
C00145,2026-05-22,潮鞋,New Balance,SKU9325,同质化好评,A61435,0,1,0,0,0,0.647,23.83,30.62,33.64,35.61,48.63,32.48,34436,0.0766,0.0314,0.0205,0.0102,0.0333,0.0259,0.0203,0.031,0.0115,0.0889
C00146,2026-04-17,潮鞋,Jordan,SKU5844,真实体验,A15474,1,1,1,0,1,0.3796,82.91,53.67,75.46,81.66,74.79,74.14,3931,0.0844,0.0504,0.0405,0.0318,0.0652,0.0466,0.0705,0.0765,0.0392,0.0621
C00147,2026-05-11,潮鞋,Jordan,SKU1906,同质化好评,A78121,0,0,0,0,0,0.7123,27.73,22.73,23.31,28.47,43.83,27.38,27524,0.0619,0.0307,0.0166,0.0079,0.0095,0.0064,0.0237,0.02,0.001,0.0945
C00148,2026-06-03,潮鞋,Converse,SKU6679,穿搭展示,A51813,0,0,0,0,0,0.4267,31.33,38.41,25.91,32.72,42.8,32.82,14916,0.129,0.0355,0.025,0.0125,0.0247,0.0183,0.0194,0.026,0.0096,0.0861
C00149,2026-04-27,潮鞋,Converse,SKU1940,真实体验,A96564,1,1,0,1,0,0.1039,85.08,68.45,60.2,71.84,60.21,70.4,15420,0.0605,0.0356,0.0284,0.0218,0.0619,0.0418,0.0479,0.0959,0.0429,0.0571
C00150,2026-05-14,潮鞋,Adidas,SKU3457,同质化好评,A11812,0,0,0,0,0,0.5728,20.57,23.43,15.78,30.02,37.13,23.49,16571,0.0869,0.0306,0.0158,0.0072,0.0199,0.0152,0.0145,0.0185,0.0011,0.099
C00151,2026-04-28,潮鞋,Vans,SKU6719,同质化好评,A66191,0,0,0,0,0,0.7079,24.65,32.47,18.67,26.62,32.16,25.86,23610,0.1319,0.0283,0.0186,0.0087,0.0137,0.0089,0.0242,0.0138,0.0011,0.0948
C00152,2026-05-28,潮鞋,Adidas,SKU4412,价格判断,A82385,0,0,1,1,0,0.2839,54.46,44.63,61.68,50.6,47.04,52.79,10045,0.0287,0.0394,0.0176,0.0103,0.0567,0.044,0.0659,0.0391,0.0323,0.0963
C00153,2026-05-23,潮鞋,Jordan,SKU5706,真实体验,A92313,0,1,0,1,0,0.349,49.69,47.5,51.36,43.34,61.56,49.59,2867,0.041,0.0572,0.0629,0.036,0.0372,0.0308,0.0319,0.058,0.0233,0.0719
C00154,2026-06-06,潮鞋,Converse,SKU5129,对比测评,A89310,1,0,1,0,0,0.2271,57.93,51.8,49.81,63.1,67.27,56.64,800,0.038,0.0472,0.0427,0.0301,0.0559,0.0406,0.0649,0.0549,0.034,0.0832
C00155,2026-04-28,潮鞋,Puma,SKU3118,价格判断,A55914,0,0,1,0,0,0.1631,42.8,43.12,45.72,48.73,37.86,44.29,6356,0.0833,0.033,0.0297,0.0163,0.0558,0.0407,0.0645,0.0317,0.0298,0.087
C00156,2026-05-31,潮鞋,Vans,SKU2193,同质化好评,A95221,0,0,0,0,0,0.824,10.99,23.76,8.4,21.9,37.96,17.78,3022,0.052,0.0321,0.0147,0.0063,0.0123,0.0071,0.0136,0.0055,0.0045,0.0998
C00157,2026-06-09,潮鞋,Puma,SKU2889,同质化好评,A31080,0,0,0,0,1,0.5746,23.59,23.61,28.76,26.87,46.35,27.82,14090,0.1031,0.0352,0.0279,0.0133,0.015,0.0106,0.0117,0.0177,0.0049,0.0982
C00158,2026-04-28,潮鞋,Adidas,SKU4674,真实体验,A24541,1,1,0,0,0,0.1764,60.95,62.9,39.21,63.2,46.82,54.94,25220,0.0293,0.0284,0.0285,0.0199,0.0322,0.0329,0.051,0.0689,0.0249,0.0419
C00159,2026-04-29,潮鞋,Jordan,SKU2900,价格判断,A59152,1,1,0,1,0,0.2333,72.3,73.33,54.19,62.33,50.32,63.79,5929,0.0611,0.0389,0.0522,0.0385,0.0569,0.047,0.0476,0.0784,0.0331,0.0688
C00160,2026-06-05,潮鞋,Asics,SKU4819,同质化好评,A82006,0,0,0,0,0,0.4836,22.6,26.05,33.21,28.42,36.35,28.48,18207,0.0349,0.0244,0.0259,0.0124,0.0175,0.0108,0.0269,0.0294,0.0097,0.0982
C00161,2026-06-06,潮鞋,New Balance,SKU5211,疑似软广,A58612,0,0,0,0,0,0.8435,23.1,26.74,16.38,22.08,31.05,22.74,27977,0.0752,0.0234,0.0119,0.0054,0.0043,0.0027,0.008,0.0082,0.0014,0.1212
C00162,2026-05-09,潮鞋,Vans,SKU5403,穿搭展示,A56671,0,0,1,0,1,0.3881,45.23,31.93,52.49,51.55,68.19,47.94,26222,0.0756,0.0449,0.0292,0.0165,0.041,0.0334,0.0624,0.0336,0.0317,0.105
C00163,2026-06-04,潮鞋,Puma,SKU2288,真实体验,A55836,0,1,0,0,1,0.1043,47.29,31.45,44.9,59.61,58.92,47.15,13521,0.036,0.0355,0.048,0.027,0.0414,0.032,0.0342,0.0617,0.0281,0.0663
C00164,2026-05-05,潮鞋,Puma,SKU6743,同质化好评,A35220,0,0,0,0,0,0.6521,18.12,34.25,17.77,28.21,34.1,24.87,22576,0.0825,0.0407,0.0237,0.011,0.0202,0.0139,0.0166,0.0243,0.001,0.1018
C00165,2026-04-18,潮鞋,Converse,SKU6869,穿搭展示,A19372,0,0,0,1,1,0.3992,55.3,35.43,32.75,39.61,47.04,41.73,13032,0.1096,0.0638,0.0257,0.0138,0.037,0.0297,0.0268,0.024,0.0074,0.0907
C00166,2026-04-30,潮鞋,Jordan,SKU3148,同质化好评,A42101,1,0,1,0,0,0.8181,46.76,48.11,41.13,48.84,62.08,47.57,15186,0.0905,0.0078,0.0282,0.0187,0.0481,0.0338,0.0583,0.051,0.0194,0.0943
C00167,2026-05-11,潮鞋,Adidas,SKU5378,真实体验,A44587,1,1,1,0,1,0.14,85.36,59.06,77.53,83.38,68.31,76.04,7418,0.0763,0.0318,0.0452,0.0358,0.0656,0.045,0.0742,0.0909,0.052,0.0415
C00168,2026-05-10,潮鞋,Vans,SKU7558,穿搭展示,A89890,0,0,0,0,1,0.4323,43.23,22.03,27.74,42.79,47.98,35.5,10795,0.0666,0.041,0.0283,0.0144,0.0341,0.0275,0.026,0.0174,0.006,0.1019
C00169,2026-04-17,潮鞋,Adidas,SKU6208,真实体验,A99484,0,1,0,0,0,0.3007,41.65,29.26,34.53,49.54,56.59,40.46,1580,0.0439,0.0555,0.042,0.0223,0.0225,0.027,0.0273,0.0455,0.024,0.0759
C00170,2026-05-29,潮鞋,New Balance,SKU8050,价格判断,A83775,1,1,1,0,0,0.2027,64.74,52.37,59.81,68.01,60.91,61.3,21176,0.0712,0.0322,0.0391,0.0284,0.0618,0.0562,0.0674,0.0748,0.0455,0.0619
C00171,2026-04-19,潮鞋,Nike,SKU8161,同质化好评,A56013,0,0,0,0,0,0.9148,15.67,25.3,10.09,24.37,39.77,20.35,33601,0.0616,0.041,0.0273,0.0121,0.0143,0.0086,0.0181,0.0204,0.001,0.1158
C00172,2026-04-20,潮鞋,Jordan,SKU9025,穿搭展示,A98091,0,1,0,0,1,0.3222,51.1,35.01,46.7,50.03,62.47,47.71,14679,0.0726,0.0577,0.0085,0.0048,0.0301,0.03,0.0205,0.0533,0.031,0.073
C00173,2026-05-14,潮鞋,Adidas,SKU8416,对比测评,A74811,1,0,0,1,1,0.1874,74.08,59.48,51.71,62.16,79.44,63.72,13847,0.046,0.0557,0.0409,0.0301,0.0529,0.0319,0.0493,0.0468,0.0297,0.0664
C00174,2026-05-03,潮鞋,Jordan,SKU3039,价格判断,A23558,1,0,1,0,1,0.1107,76.46,60.17,59.2,66.04,70.65,66.22,10096,0.0419,0.0471,0.0303,0.0227,0.0572,0.0401,0.0731,0.0656,0.0491,0.0701
C00175,2026-05-21,潮鞋,Adidas,SKU3785,真实体验,A36674,0,1,1,1,1,0.3013,76.16,63.24,74.0,73.98,56.93,70.68,13105,0.0412,0.0357,0.0535,0.0358,0.0723,0.0607,0.0625,0.0693,0.0417,0.0775
C00176,2026-05-22,潮鞋,New Balance,SKU2897,真实体验,A97240,1,1,0,0,1,0.3522,64.09,50.56,52.95,63.25,45.49,56.57,14617,0.0673,0.0386,0.0272,0.0192,0.0401,0.0282,0.029,0.0663,0.0314,0.0597
C00177,2026-06-02,潮鞋,Nike,SKU7885,同质化好评,A35954,0,0,0,0,1,0.7738,24.51,31.74,15.8,27.44,33.49,25.26,32172,0.0925,0.01,0.0059,0.0027,0.0143,0.0093,0.0059,0.0286,0.003,0.1129
C00178,2026-04-24,潮鞋,Vans,SKU9770,价格判断,A20981,0,0,0,1,1,0.2825,45.53,37.91,49.17,44.09,47.31,44.8,6132,0.0287,0.0345,0.0334,0.0184,0.0386,0.033,0.0294,0.0392,0.0153,0.0924
C00179,2026-05-19,潮鞋,Converse,SKU7319,同质化好评,A22728,0,0,0,0,1,0.8683,24.79,35.49,27.65,32.8,30.55,29.82,12434,0.0549,0.0393,0.0194,0.0094,0.0079,0.0054,0.0061,0.0179,0.001,0.1132
C00180,2026-06-11,潮鞋,New Balance,SKU8884,真实体验,A83216,1,1,0,0,1,0.2733,55.52,49.88,53.09,63.51,67.48,56.58,12600,0.0832,0.0411,0.0318,0.0224,0.0392,0.0282,0.0386,0.0751,0.0391,0.056
C00181,2026-05-19,潮鞋,Vans,SKU1652,同质化好评,A67937,0,0,1,0,0,0.7846,30.09,41.43,29.29,39.72,36.51,34.73,32284,0.0927,0.0252,0.0221,0.0112,0.0339,0.022,0.0532,0.0239,0.0182,0.1047
C00182,2026-06-07,潮鞋,Jordan,SKU7491,穿搭展示,A52031,0,0,0,0,1,0.6487,23.76,23.11,27.44,25.4,39.63,26.47,1863,0.0888,0.042,0.0116,0.0054,0.0241,0.0137,0.0208,0.0145,0.0106,0.1121
C00183,2026-04-18,潮鞋,Adidas,SKU5923,真实体验,A28059,1,1,0,0,1,0.3355,68.93,53.29,42.77,62.69,66.2,57.74,11783,0.0593,0.0535,0.0268,0.019,0.039,0.0341,0.0318,0.0801,0.0324,0.064
C00184,2026-06-06,潮鞋,Asics,SKU6773,同质化好评,A82980,0,1,0,0,0,0.8469,30.08,17.49,30.08,39.4,20.52,28.47,27942,0.0777,0.0238,0.026,0.0124,0.0117,0.0134,0.0168,0.0425,0.0153,0.098
C00185,2026-05-18,潮鞋,Asics,SKU4443,真实体验,A70172,0,1,1,0,1,0.2173,69.11,20.57,64.48,71.95,68.05,58.71,11966,0.0876,0.0447,0.0463,0.0284,0.0611,0.051,0.0625,0.0386,0.0411,0.075
C00186,2026-05-01,潮鞋,New Balance,SKU9697,真实体验,A65119,1,1,0,0,1,0.0693,68.71,69.87,57.45,70.5,71.57,66.77,17017,0.0515,0.045,0.0552,0.0414,0.061,0.0533,0.0442,0.0784,0.0388,0.0514
C00187,2026-05-10,潮鞋,Puma,SKU4555,同质化好评,A88198,0,0,0,0,0,0.6401,16.52,15.23,13.46,40.06,43.25,22.88,9152,0.0742,0.0327,0.0248,0.0112,0.0267,0.0197,0.011,0.0218,0.001,0.0992
C00188,2026-05-06,潮鞋,Nike,SKU1151,同质化好评,A50191,0,0,0,0,0,0.6634,15.72,27.92,22.46,25.95,38.02,24.12,11316,0.0738,0.0243,0.0194,0.0089,0.0146,0.0089,0.0205,0.02,0.0012,0.1086
C00189,2026-05-04,潮鞋,Converse,SKU6021,同质化好评,A78219,1,0,1,0,0,0.6366,61.36,56.48,47.52,64.71,42.25,55.68,800,0.0661,0.0376,0.0192,0.0135,0.0484,0.0403,0.0636,0.0583,0.0243,0.0739
C00190,2026-05-21,潮鞋,Jordan,SKU9825,真实体验,A47014,1,1,0,0,0,0.2205,55.36,61.58,47.36,59.98,58.49,55.84,14377,0.0709,0.0399,0.0539,0.0378,0.0411,0.0381,0.0335,0.0608,0.0309,0.0661
C00191,2026-05-19,潮鞋,Adidas,SKU7729,真实体验,A79787,1,1,0,0,1,0.1517,66.19,67.25,52.98,72.16,66.18,64.29,800,0.0417,0.0404,0.0367,0.0271,0.0485,0.0454,0.0397,0.0703,0.0356,0.0525
C00192,2026-05-29,潮鞋,Puma,SKU7374,同质化好评,A56737,0,0,0,0,0,0.8176,14.96,25.95,14.76,23.34,35.77,20.87,20019,0.0901,0.0197,0.0096,0.0043,0.003,0.0024,0.0125,0.0173,0.001,0.1262
C00193,2026-05-03,潮鞋,Converse,SKU7407,价格判断,A54894,1,0,1,1,1,0.3085,85.73,60.4,77.75,64.88,73.65,73.29,11960,0.0066,0.0313,0.0468,0.0365,0.0695,0.0536,0.0693,0.0577,0.0401,0.0684
C00194,2026-04-25,潮鞋,Adidas,SKU6906,真实体验,A53645,1,0,0,0,0,0.4381,42.02,30.83,33.28,43.95,62.06,39.99,7920,0.0643,0.0512,0.0356,0.0224,0.0261,0.0183,0.0288,0.0475,0.0169,0.0821
C00195,2026-05-27,潮鞋,Jordan,SKU6564,对比测评,A31411,1,0,0,1,1,0.1568,69.87,71.92,56.94,63.55,53.88,64.18,9350,0.0409,0.0656,0.0364,0.0269,0.0604,0.0384,0.0388,0.0611,0.0323,0.0541
C00196,2026-06-08,潮鞋,Asics,SKU5615,疑似软广,A28744,0,0,0,0,0,0.94,14.4,19.21,5.4,16.2,24.07,14.44,28813,0.0879,0.0323,0.0096,0.004,0.0064,0.0043,0.005,0.022,0.001,0.1154
C00197,2026-05-13,潮鞋,Jordan,SKU3352,穿搭展示,A79016,0,0,0,0,1,0.4861,27.67,26.93,27.09,45.48,45.36,32.71,8424,0.0873,0.0284,0.0142,0.0071,0.0174,0.0114,0.0268,0.027,0.0114,0.0912
