content_id,publish_date,category,brand,product_id,content_type,author_id,has_negative_detail,has_size_feedback,has_price_judgment,has_comparison,has_usage_scenario,positive_cliche_ratio,decision_info_score,effective_interaction_score,decision_path_entry_score,transaction_feedback_score,author_credibility_score,decision_value_score,exposure,like_rate,favorite_rate,comment_rate,effective_comment_rate,product_card_click_rate,product_detail_uv_rate,price_view_rate,review_view_rate,purchase_conversion_rate,cancel_return_rate
C00198,2026-04-28,潮鞋,Asics,SKU4862,同质化好评,A38989,1,0,0,0,0,0.6994,39.01,38.6,19.4,36.34,36.27,33.22,17277,0.0873,0.0446,0.0205,0.0123,0.0181,0.0089,0.0193,0.0418,0.0068,0.1109
C00199,2026-04-22,潮鞋,Asics,SKU5399,价格判断,A60270,1,1,1,1,0,0.0929,95.65,57.35,81.07,87.01,70.13,80.07,9380,0.0622,0.0371,0.0232,0.0188,0.0696,0.0625,0.0877,0.087,0.0595,0.0553
C00200,2026-05-20,潮鞋,Asics,SKU5272,同质化好评,A23455,0,0,0,0,0,0.804,10.74,24.86,14.21,20.16,36.08,18.85,33115,0.1027,0.0355,0.0178,0.0077,0.0159,0.013,0.0052,0.0129,0.001,0.1216
C00201,2026-04-27,潮鞋,New Balance,SKU7076,真实体验,A12051,0,1,0,0,1,0.1912,49.75,36.83,41.01,53.47,62.38,46.99,11573,0.0326,0.0529,0.0081,0.0046,0.0337,0.0275,0.033,0.051,0.0312,0.068
C00202,2026-05-06,潮鞋,Asics,SKU2113,价格判断,A29243,0,0,1,1,0,0.1404,63.31,44.07,57.65,50.51,55.45,54.7,16171,0.0435,0.0436,0.0396,0.0236,0.0573,0.0386,0.065,0.0338,0.0373,0.0851
C00203,2026-04-17,潮鞋,Asics,SKU6856,穿搭展示,A29559,0,0,0,0,1,0.6377,30.29,24.11,23.47,26.48,50.6,28.62,11218,0.1092,0.0436,0.0156,0.0075,0.0165,0.0072,0.0165,0.0189,0.0085,0.0898
C00204,2026-06-11,潮鞋,Puma,SKU9744,同质化好评,A57547,1,0,0,0,0,0.5218,31.58,43.17,29.99,34.13,27.33,33.58,28979,0.0931,0.0215,0.018,0.0108,0.0298,0.0221,0.0221,0.0501,0.0062,0.0906
C00205,2026-05-26,潮鞋,Asics,SKU4335,对比测评,A25311,1,1,0,1,0,0.1425,72.85,56.54,67.39,67.48,74.76,67.34,9313,0.0521,0.0718,0.0404,0.0304,0.0654,0.052,0.0458,0.0787,0.039,0.0481
C00206,2026-05-23,潮鞋,Adidas,SKU1824,同质化好评,A31230,1,0,1,0,0,0.5477,60.96,51.31,38.44,56.78,53.24,51.79,15977,0.0965,0.0551,0.0104,0.0071,0.0397,0.0243,0.07,0.0587,0.0274,0.0829
C00207,2026-06-09,潮鞋,Converse,SKU5001,穿搭展示,A77654,0,0,0,0,1,0.5234,39.39,37.85,27.08,30.61,49.57,35.27,17664,0.0489,0.0448,0.0243,0.0123,0.0215,0.0183,0.0249,0.0326,0.0108,0.1002
C00208,2026-05-01,潮鞋,Adidas,SKU6101,穿搭展示,A75824,0,0,0,0,1,0.3444,37.62,15.94,28.88,42.23,32.13,31.47,17266,0.121,0.0378,0.025,0.0123,0.0173,0.0149,0.0217,0.0246,0.0165,0.103
C00209,2026-05-13,潮鞋,New Balance,SKU2474,疑似软广,A11103,0,0,0,0,1,0.8377,19.41,13.64,16.92,34.52,47.99,23.51,27537,0.066,0.0217,0.0083,0.0038,0.0254,0.0173,0.0249,0.0237,0.001,0.1058
C00210,2026-06-03,潮鞋,New Balance,SKU6255,对比测评,A78924,0,1,1,1,1,0.1599,82.67,47.34,82.68,77.24,74.44,73.7,19145,0.0699,0.046,0.0288,0.0196,0.0697,0.0533,0.0779,0.0584,0.0462,0.0515
C00211,2026-04-29,潮鞋,Vans,SKU3660,对比测评,A93546,1,1,1,1,0,0.116,86.95,65.79,77.0,91.24,77.26,80.12,14928,0.0697,0.0173,0.0616,0.0499,0.0801,0.0702,0.0826,0.0852,0.0521,0.0502
C00212,2026-05-31,潮鞋,Adidas,SKU8269,价格判断,A72702,0,0,1,0,1,0.2069,48.96,42.85,47.78,56.84,58.13,49.94,16063,0.0512,0.0707,0.0517,0.0297,0.0518,0.0317,0.0629,0.0435,0.0395,0.0985
C00213,2026-05-21,潮鞋,Jordan,SKU5554,穿搭展示,A41918,0,0,0,1,1,0.4846,48.91,39.4,36.74,30.71,55.53,40.99,11378,0.1039,0.0677,0.0194,0.0104,0.041,0.026,0.0144,0.0284,0.0108,0.0927
C00214,2026-06-10,潮鞋,New Balance,SKU1102,同质化好评,A49861,0,0,0,0,0,0.6281,24.19,35.32,14.21,28.27,58.02,28.12,18819,0.1042,0.0246,0.0177,0.0084,0.0226,0.0167,0.0125,0.0149,0.0092,0.1144
C00215,2026-05-08,潮鞋,Puma,SKU2589,对比测评,A26041,1,0,1,1,1,0.1994,81.33,73.92,78.21,80.66,54.15,76.21,13117,0.0655,0.0236,0.0355,0.0281,0.0692,0.0486,0.087,0.0802,0.04,0.0689
C00216,2026-06-07,潮鞋,Nike,SKU4556,对比测评,A41532,1,1,0,1,1,0.2314,83.05,71.9,69.84,76.14,53.23,73.15,11381,0.041,0.0284,0.0626,0.0488,0.063,0.0499,0.0419,0.082,0.0405,0.0461
C00217,2026-04-24,潮鞋,Converse,SKU2430,真实体验,A63233,0,0,0,1,1,0.4324,45.84,59.32,42.47,50.59,58.02,49.86,21765,0.0715,0.0447,0.0402,0.0231,0.0397,0.0281,0.0361,0.0325,0.0158,0.0892
C00218,2026-05-17,潮鞋,New Balance,SKU2969,同质化好评,A64600,0,0,0,0,0,0.6883,13.52,37.55,10.5,17.58,31.55,20.18,20298,0.0874,0.0364,0.0274,0.0121,0.003,0.0025,0.0104,0.0196,0.001,0.1097
C00219,2026-05-28,潮鞋,New Balance,SKU6658,真实体验,A19107,1,0,0,0,1,0.1865,58.75,51.03,44.7,59.0,57.62,53.63,6203,0.075,0.0266,0.0389,0.0269,0.0401,0.0309,0.0319,0.0528,0.0229,0.0826
C00220,2026-05-31,潮鞋,Puma,SKU1624,同质化好评,A36515,0,0,0,0,1,0.7109,28.47,29.11,18.06,34.98,42.6,28.71,27293,0.0608,0.016,0.0177,0.0085,0.0258,0.0184,0.0152,0.014,0.0111,0.0981
C00221,2026-05-17,潮鞋,Jordan,SKU8056,价格判断,A35820,0,0,1,0,1,0.0949,54.52,39.52,57.32,61.96,55.31,53.79,15437,0.0442,0.0297,0.0447,0.0265,0.0515,0.0374,0.0605,0.0327,0.0385,0.0898
C00222,2026-05-14,潮鞋,New Balance,SKU1971,对比测评,A74025,0,1,1,1,0,0.1037,69.29,46.74,61.86,69.41,60.92,62.11,15875,0.0593,0.0366,0.0517,0.0325,0.0718,0.0507,0.0681,0.0427,0.0418,0.0592
C00223,2026-06-04,潮鞋,Adidas,SKU1406,同质化好评,A28893,0,0,0,0,0,0.5351,18.59,26.77,20.74,35.1,45.75,26.78,10099,0.0886,0.0384,0.0116,0.0054,0.0246,0.0168,0.009,0.0228,0.007,0.1018
C00224,2026-04-19,潮鞋,Converse,SKU1941,对比测评,A90282,1,0,0,1,0,0.02,65.76,66.37,54.49,59.71,51.23,60.4,11461,0.0831,0.069,0.0568,0.041,0.0578,0.0346,0.0455,0.0611,0.0301,0.0632
C00225,2026-04-19,潮鞋,Jordan,SKU6765,价格判断,A19372,1,0,1,0,1,0.3791,66.12,46.12,58.22,72.02,45.64,59.28,10403,0.0521,0.0445,0.0349,0.025,0.0433,0.033,0.073,0.0574,0.0353,0.0721
C00226,2026-06-08,潮鞋,Vans,SKU2513,同质化好评,A44267,0,0,0,0,0,0.6523,22.91,22.48,18.59,27.07,45.91,24.88,21145,0.0842,0.0352,0.0165,0.0076,0.0123,0.009,0.0131,0.0281,0.0089,0.1119
C00227,2026-05-04,潮鞋,Asics,SKU9498,对比测评,A42256,0,0,0,1,1,0.1046,51.58,59.67,49.16,45.89,59.45,52.24,11964,0.0615,0.0805,0.0465,0.0272,0.0537,0.0285,0.033,0.0444,0.0248,0.0485
C00228,2026-04-30,潮鞋,Converse,SKU2046,价格判断,A72162,0,0,1,0,1,0.2157,58.19,42.76,49.06,43.46,57.03,49.76,19398,0.0671,0.0131,0.0208,0.0119,0.0445,0.0241,0.0636,0.0371,0.0267,0.0931
C00229,2026-05-09,潮鞋,Converse,SKU3238,同质化好评,A37022,0,0,0,0,0,0.7493,15.44,34.39,16.03,26.35,36.27,23.64,12825,0.0855,0.0264,0.0211,0.0096,0.0146,0.0098,0.0113,0.0133,0.001,0.1124
C00230,2026-05-27,潮鞋,Asics,SKU9450,同质化好评,A39953,0,0,0,0,0,0.9039,20.07,22.06,22.79,20.68,34.52,22.71,29498,0.0882,0.054,0.02,0.009,0.0092,0.0059,0.002,0.0126,0.0032,0.1176
C00231,2026-05-10,潮鞋,New Balance,SKU4333,真实体验,A84362,1,1,0,0,1,0.02,74.05,56.99,55.93,72.66,62.16,64.64,17889,0.0665,0.0428,0.0506,0.0375,0.0493,0.0562,0.0443,0.0793,0.0297,0.048
C00232,2026-06-05,潮鞋,Vans,SKU8633,对比测评,A62965,1,1,0,1,1,0.1962,85.59,68.85,73.3,81.72,74.29,77.27,15199,0.0624,0.0572,0.0204,0.0162,0.0539,0.0397,0.047,0.085,0.0401,0.0591
C00233,2026-05-11,潮鞋,Puma,SKU6812,价格判断,A81813,0,1,1,1,0,0.2253,68.44,51.57,72.11,66.18,69.64,65.65,10496,0.0514,0.0482,0.046,0.0297,0.0674,0.0606,0.0867,0.0585,0.0461,0.0673
C00234,2026-05-07,潮鞋,Puma,SKU8190,穿搭展示,A23295,0,0,0,1,1,0.4897,41.58,48.78,49.82,40.8,46.03,45.37,24149,0.0592,0.0563,0.0455,0.0252,0.0412,0.0256,0.0302,0.027,0.0087,0.1
C00235,2026-06-07,潮鞋,Converse,SKU2236,穿搭展示,A35782,1,0,1,0,1,0.4806,64.41,56.73,51.78,65.15,52.48,58.67,19481,0.0912,0.0439,0.013,0.0093,0.0517,0.0351,0.0534,0.0596,0.0356,0.0984
C00236,2026-05-15,潮鞋,Jordan,SKU7144,价格判断,A96703,0,0,1,0,0,0.2541,38.5,29.16,40.01,44.79,46.13,39.03,13302,0.072,0.0431,0.0505,0.0266,0.0515,0.039,0.057,0.035,0.0318,0.0977
C00237,2026-05-14,潮鞋,Jordan,SKU7332,穿搭展示,A95388,0,0,0,0,0,0.5767,15.55,28.63,11.37,25.91,49.56,22.6,19633,0.1314,0.0528,0.047,0.0212,0.0175,0.0123,0.0072,0.0242,0.0018,0.1012
C00238,2026-04-26,潮鞋,Asics,SKU6153,疑似软广,A18646,0,0,0,0,0,0.8568,24.17,25.68,18.72,31.68,40.99,26.29,31682,0.0686,0.0238,0.0175,0.0082,0.0244,0.0182,0.0161,0.0169,0.001,0.109
C00239,2026-06-07,潮鞋,Nike,SKU4814,真实体验,A11156,1,1,0,0,1,0.2603,69.48,58.96,54.38,69.39,65.28,63.16,14849,0.0527,0.0381,0.0615,0.0451,0.061,0.0413,0.0322,0.0692,0.0317,0.0649
C00240,2026-06-08,潮鞋,Puma,SKU1204,同质化好评,A67450,0,0,0,0,1,0.5854,33.56,33.6,17.76,25.8,49.21,29.63,800,0.0995,0.0138,0.0247,0.012,0.0151,0.0121,0.0376,0.0073,0.0093,0.0889
C00241,2026-06-04,潮鞋,Jordan,SKU2589,同质化好评,A40753,0,0,0,0,0,0.5517,29.29,41.12,26.18,23.73,38.46,30.68,18968,0.1055,0.0364,0.0194,0.0095,0.0203,0.0141,0.0272,0.0218,0.0059,0.0977
C00242,2026-05-02,潮鞋,New Balance,SKU7600,同质化好评,A92657,0,0,1,0,1,0.7882,38.46,27.6,38.33,33.56,54.86,36.92,19944,0.0687,0.0223,0.0062,0.0032,0.0349,0.0301,0.051,0.0143,0.0191,0.1037
C00243,2026-04-29,潮鞋,Asics,SKU8051,对比测评,A48298,0,0,1,1,1,0.0287,74.46,53.94,65.64,56.67,74.01,64.55,3941,0.0722,0.0427,0.0428,0.0274,0.0598,0.041,0.0769,0.036,0.0434,0.0772
C00244,2026-04-18,潮鞋,Asics,SKU9680,疑似软广,A99078,0,0,0,0,1,0.7564,24.29,22.74,27.67,41.32,30.21,28.82,8900,0.0384,0.0338,0.0136,0.0065,0.0226,0.0146,0.0209,0.0179,0.001,0.104
C00245,2026-05-06,潮鞋,Nike,SKU8684,价格判断,A53698,0,0,1,1,0,0.1613,64.2,42.02,60.87,56.08,65.01,57.39,12698,0.0593,0.0429,0.0252,0.0153,0.0581,0.0344,0.0599,0.0439,0.0375,0.083
C00246,2026-06-02,潮鞋,Converse,SKU2656,真实体验,A28424,1,1,0,0,0,0.1299,55.05,58.25,51.22,74.11,54.61,58.5,13637,0.0348,0.037,0.0348,0.0248,0.0468,0.0435,0.0448,0.0689,0.0363,0.0569
C00247,2026-05-20,潮鞋,Jordan,SKU6966,真实体验,A28914,1,0,0,0,1,0.3705,46.27,53.06,39.06,47.94,61.92,47.72,20050,0.0344,0.0275,0.0352,0.0234,0.0315,0.0283,0.0364,0.0578,0.0161,0.0786
C00248,2026-04-27,潮鞋,Adidas,SKU9425,对比测评,A54961,0,1,0,1,1,0.2314,58.93,51.42,56.04,50.11,63.29,55.38,19328,0.0831,0.05,0.0695,0.0416,0.0494,0.0453,0.0333,0.0483,0.0267,0.0542
C00249,2026-05-22,潮鞋,Adidas,SKU8648,价格判断,A86187,1,0,1,0,0,0.3475,47.1,47.66,53.69,61.22,45.47,51.52,11348,0.0414,0.0528,0.0456,0.0311,0.0527,0.0228,0.0622,0.0668,0.0364,0.064
C00250,2026-06-06,潮鞋,Converse,SKU4530,价格判断,A48986,0,1,1,0,0,0.02,56.52,45.34,49.93,63.79,60.94,54.53,4033,0.0527,0.0357,0.0596,0.0355,0.0539,0.0428,0.0732,0.0451,0.0436,0.0632
C00251,2026-04-27,潮鞋,Asics,SKU5617,真实体验,A73515,1,1,0,0,1,0.1569,69.72,56.34,46.52,77.7,58.71,61.74,17835,0.0468,0.0335,0.0556,0.0404,0.0514,0.0431,0.0448,0.0736,0.0332,0.0511
C00252,2026-06-03,潮鞋,Adidas,SKU2060,穿搭展示,A75181,0,0,0,0,1,0.4161,38.1,30.65,30.06,40.08,44.29,35.62,28796,0.0792,0.0462,0.0235,0.012,0.0185,0.011,0.0203,0.0325,0.0115,0.0934
C00253,2026-04-21,潮鞋,Adidas,SKU9338,疑似软广,A47003,0,0,0,1,0,0.8918,32.72,35.94,34.08,22.82,29.86,31.44,10970,0.0464,0.0204,0.0169,0.0083,0.0239,0.0152,0.016,0.0119,0.004,0.1177
C00254,2026-05-28,潮鞋,Jordan,SKU9865,真实体验,A77204,1,0,0,0,1,0.3144,59.4,45.57,42.16,65.14,63.78,53.91,6496,0.0631,0.0256,0.0558,0.0386,0.0328,0.0232,0.0291,0.0525,0.0265,0.0779
C00255,2026-04-17,潮鞋,Converse,SKU8143,价格判断,A76142,0,0,1,1,0,0.1226,58.39,51.97,71.28,45.35,49.37,56.82,17070,0.0258,0.0412,0.0537,0.0325,0.0646,0.0488,0.0786,0.0509,0.0365,0.0776
C00256,2026-05-28,潮鞋,Nike,SKU7124,疑似软广,A62987,0,0,0,1,0,0.8078,27.44,39.18,38.16,30.71,28.36,33.21,4946,0.0324,0.0076,0.0163,0.0081,0.02,0.0165,0.0178,0.0191,0.001,0.1112
C00257,2026-04-29,潮鞋,Nike,SKU5511,价格判断,A50381,0,1,1,0,1,0.1147,79.31,46.88,64.49,74.32,63.07,66.5,16504,0.0356,0.0468,0.0612,0.0397,0.0593,0.0477,0.0701,0.056,0.0546,0.0553
C00258,2026-05-10,潮鞋,Vans,SKU6958,同质化好评,A30675,0,0,0,0,0,0.5071,25.76,30.52,18.92,23.92,45.27,26.59,8631,0.0852,0.0527,0.0299,0.014,0.0108,0.007,0.0203,0.0198,0.001,0.1063
C00259,2026-05-23,潮鞋,Asics,SKU7685,真实体验,A33157,1,1,0,0,0,0.1443,60.2,52.33,51.59,62.66,58.0,56.75,6625,0.0463,0.0621,0.0419,0.0295,0.0367,0.0306,0.0282,0.0668,0.0368,0.0572
C00260,2026-05-19,潮鞋,New Balance,SKU4818,同质化好评,A55854,0,0,0,0,0,0.8358,9.11,27.77,10.43,24.45,35.53,18.88,30307,0.0818,0.0341,0.0252,0.011,0.017,0.0132,0.0183,0.0167,0.001,0.1231
C00261,2026-05-15,潮鞋,Nike,SKU9336,同质化好评,A73219,0,1,0,0,1,0.7579,38.36,28.25,33.04,47.28,49.82,37.94,14996,0.0931,0.0449,0.0258,0.0134,0.021,0.0223,0.0211,0.03,0.0167,0.0903
C00262,2026-05-02,潮鞋,Vans,SKU3938,穿搭展示,A22220,0,1,0,0,1,0.4138,37.35,30.2,41.47,48.48,47.37,40.18,28222,0.0989,0.041,0.0244,0.0129,0.0289,0.024,0.0213,0.048,0.0188,0.0724
C00263,2026-06-10,潮鞋,Vans,SKU8226,穿搭展示,A89736,0,0,0,0,1,0.6084,43.21,33.53,31.42,30.08,44.6,35.84,12095,0.0926,0.0396,0.0188,0.0096,0.0261,0.0179,0.0098,0.0151,0.004,0.094
C00264,2026-05-08,潮鞋,Converse,SKU8947,价格判断,A38024,0,0,1,0,0,0.2536,44.25,27.41,41.48,44.67,55.45,41.39,18542,0.0258,0.0505,0.0249,0.0134,0.0374,0.0253,0.0566,0.0208,0.0311,0.0969
C00265,2026-06-04,潮鞋,Nike,SKU9247,对比测评,A63714,0,0,0,1,0,0.0732,45.23,46.49,44.51,44.04,53.6,45.9,9443,0.05,0.0449,0.0214,0.0119,0.0493,0.0323,0.0406,0.0378,0.0259,0.0777
C00266,2026-05-28,潮鞋,Puma,SKU6346,穿搭展示,A91887,0,0,0,1,1,0.4961,37.19,41.51,34.32,38.32,50.82,38.93,19326,0.0796,0.0441,0.0326,0.0171,0.0378,0.024,0.0245,0.0288,0.0185,0.1037
C00267,2026-06-06,潮鞋,Asics,SKU6766,对比测评,A74732,1,0,0,1,0,0.1355,63.49,73.22,43.84,54.24,59.59,58.28,15042,0.0417,0.01,0.0299,0.0213,0.0524,0.037,0.0488,0.0633,0.0255,0.0712
C00268,2026-05-07,潮鞋,New Balance,SKU1706,对比测评,A40427,0,1,1,1,0,0.1508,75.68,46.06,69.51,71.43,62.08,66.0,9440,0.029,0.0461,0.0416,0.0269,0.0671,0.0543,0.077,0.0617,0.0492,0.0624
C00269,2026-05-28,潮鞋,Nike,SKU3112,同质化好评,A67254,0,0,0,0,1,0.8183,22.01,18.97,24.89,36.6,39.05,26.74,16275,0.0964,0.0139,0.0337,0.0159,0.0299,0.0128,0.0135,0.0129,0.001,0.106
C00270,2026-05-22,潮鞋,Nike,SKU1787,疑似软广,A39227,0,0,0,0,0,0.7558,15.93,29.52,25.26,27.56,13.56,23.07,8542,0.0592,0.0233,0.0037,0.0017,0.019,0.0112,0.0219,0.0269,0.001,0.1132
C00271,2026-05-03,潮鞋,New Balance,SKU8156,价格判断,A64774,0,0,1,0,0,0.1172,54.18,45.06,40.31,48.24,43.26,46.61,9350,0.0618,0.0515,0.0533,0.0298,0.0468,0.0337,0.0581,0.0282,0.0282,0.0829
C00272,2026-05-10,潮鞋,Jordan,SKU4791,价格判断,A76587,0,0,1,1,1,0.02,76.69,60.53,61.51,66.29,57.06,65.62,9410,0.0271,0.0416,0.0471,0.0304,0.0815,0.0652,0.0703,0.0386,0.0365,0.0877
C00273,2026-04-23,潮鞋,Puma,SKU6813,对比测评,A16106,0,1,0,1,0,0.1588,56.9,51.28,51.15,58.62,59.38,54.93,14342,0.0448,0.0281,0.0666,0.0397,0.0598,0.0531,0.0343,0.0501,0.036,0.0666
C00274,2026-04-29,潮鞋,Puma,SKU4932,真实体验,A45638,0,1,0,0,1,0.2136,46.65,37.2,45.68,48.62,71.96,47.44,18505,0.0574,0.0272,0.0594,0.0335,0.0341,0.0261,0.0215,0.0437,0.0207,0.0689
C00275,2026-04-28,潮鞋,Nike,SKU1710,同质化好评,A10466,0,0,0,0,0,0.7661,8.55,27.71,21.46,23.89,42.53,22.08,23368,0.066,0.0429,0.0119,0.0054,0.018,0.0119,0.0144,0.0126,0.001,0.1018
C00276,2026-05-09,潮鞋,Nike,SKU4563,同质化好评,A74632,0,0,0,0,0,0.98,16.76,33.08,5.0,8.51,32.95,17.05,6971,0.0703,0.0341,0.0254,0.0108,0.003,0.0022,0.0072,0.0128,0.001,0.128
C00277,2026-05-30,潮鞋,Vans,SKU2019,同质化好评,A69415,0,0,1,1,0,0.4006,37.87,51.14,65.23,49.9,39.85,49.97,14643,0.0752,0.0219,0.0312,0.0179,0.0694,0.0519,0.0611,0.0252,0.0358,0.0911
C00278,2026-05-21,潮鞋,Asics,SKU2129,同质化好评,A82918,0,0,0,0,0,0.8591,13.24,19.19,18.34,18.73,33.1,18.79,18008,0.0774,0.0149,0.0162,0.007,0.0148,0.0098,0.0081,0.0138,0.001,0.1055
C00279,2026-05-21,潮鞋,Asics,SKU7415,对比测评,A61639,0,1,0,1,1,0.1674,61.73,37.9,57.15,68.28,58.96,56.85,14224,0.0379,0.0556,0.0307,0.0186,0.0517,0.0425,0.0515,0.0565,0.0287,0.0742
C00280,2026-05-09,潮鞋,Vans,SKU6275,穿搭展示,A44443,0,0,0,0,1,0.2351,36.79,36.73,28.37,31.73,44.51,34.43,11352,0.0879,0.0276,0.0323,0.0163,0.0291,0.021,0.0337,0.0242,0.0111,0.0898
C00281,2026-05-09,潮鞋,Asics,SKU4029,对比测评,A74158,1,0,1,1,0,0.3164,74.12,75.31,73.35,75.51,71.39,74.17,15473,0.0493,0.0444,0.0396,0.031,0.075,0.0471,0.0736,0.0518,0.0475,0.0662
C00282,2026-06-08,潮鞋,Asics,SKU4065,对比测评,A74613,1,0,0,1,0,0.274,51.25,74.58,38.73,55.69,63.34,54.89,22039,0.0245,0.0675,0.0367,0.0256,0.046,0.0266,0.0287,0.0591,0.0171,0.0817
C00283,2026-05-23,潮鞋,Puma,SKU5284,同质化好评,A34377,0,1,0,0,0,0.6828,27.27,31.46,22.91,37.31,37.47,30.05,16337,0.0598,0.0391,0.0052,0.0025,0.0097,0.0125,0.0164,0.0255,0.0097,0.0879
C00284,2026-04-22,潮鞋,Jordan,SKU9077,价格判断,A74402,0,0,0,1,0,0.2772,38.82,50.05,47.97,44.3,47.64,45.33,9741,0.0571,0.033,0.0592,0.0328,0.0436,0.0288,0.0275,0.0246,0.0199,0.0836
C00285,2026-06-06,潮鞋,New Balance,SKU5166,真实体验,A73322,1,1,1,0,1,0.2971,83.6,62.64,72.25,91.35,73.1,77.07,22716,0.0742,0.0193,0.0723,0.0576,0.0608,0.0576,0.0767,0.0879,0.0463,0.0573
C00286,2026-04-18,潮鞋,New Balance,SKU3943,穿搭展示,A66601,0,0,0,0,1,0.545,28.84,38.74,16.3,36.77,41.51,30.54,10296,0.0911,0.0696,0.0344,0.0167,0.0207,0.0163,0.0245,0.0213,0.0047,0.0971
C00287,2026-05-31,潮鞋,New Balance,SKU2168,穿搭展示,A84602,0,0,0,1,1,0.2498,51.43,46.41,54.7,37.61,55.81,48.92,23514,0.0785,0.0478,0.0288,0.0164,0.0477,0.0362,0.0358,0.0281,0.0235,0.0973
C00288,2026-04-26,潮鞋,Converse,SKU1228,同质化好评,A97373,0,0,0,0,0,0.7399,8.75,28.26,19.26,22.94,31.41,20.39,11833,0.0642,0.0322,0.0192,0.0085,0.0116,0.0076,0.0096,0.0298,0.001,0.1062
C00289,2026-05-15,潮鞋,New Balance,SKU6684,真实体验,A89012,1,1,1,0,0,0.4009,71.21,60.24,58.06,78.04,72.87,67.26,13200,0.0904,0.0512,0.0435,0.0328,0.0585,0.0478,0.0627,0.0751,0.0444,0.0554
C00290,2026-04-19,潮鞋,Adidas,SKU8516,同质化好评,A80516,0,0,0,0,1,0.7103,25.15,36.54,31.64,33.57,42.17,32.44,22952,0.0765,0.0301,0.0207,0.0103,0.0175,0.0127,0.0196,0.0247,0.0031,0.1103
C00291,2026-05-31,潮鞋,Nike,SKU2199,穿搭展示,A29447,0,0,0,0,0,0.3458,25.11,36.35,28.01,34.51,44.88,31.94,17000,0.0704,0.037,0.0366,0.0181,0.0299,0.0189,0.0227,0.0227,0.0067,0.099
C00292,2026-05-18,潮鞋,Adidas,SKU2035,对比测评,A88986,0,0,1,1,0,0.17,61.74,53.12,59.03,49.52,60.72,56.79,5234,0.0627,0.0319,0.0559,0.0339,0.0614,0.0495,0.0608,0.0346,0.0375,0.0922
C00293,2026-05-01,潮鞋,Converse,SKU8682,真实体验,A74254,1,1,1,0,1,0.1278,86.19,56.34,77.23,82.58,62.35,74.88,10034,0.0406,0.0398,0.0422,0.0332,0.0637,0.0612,0.0731,0.0905,0.0467,0.0504
C00294,2026-05-04,潮鞋,Adidas,SKU1087,同质化好评,A26217,1,0,0,0,0,0.7939,40.25,49.68,26.57,31.79,46.12,37.61,9865,0.0632,0.0536,0.016,0.0099,0.0175,0.0142,0.0143,0.0402,0.0113,0.0943
C00295,2026-06-11,潮鞋,Vans,SKU7043,穿搭展示,A76939,0,1,0,0,1,0.3949,50.26,32.82,41.77,50.85,50.63,44.8,16984,0.0869,0.0404,0.02,0.011,0.0314,0.0278,0.0259,0.0464,0.0153,0.0729
C00296,2026-05-08,潮鞋,Nike,SKU8964,真实体验,A15324,1,1,1,0,0,0.223,67.79,40.45,57.85,84.97,71.08,63.6,19359,0.083,0.0491,0.0356,0.0262,0.0513,0.0478,0.0708,0.0905,0.0434,0.0726
C00297,2026-05-16,潮鞋,Puma,SKU9130,真实体验,A37480,1,1,1,1,0,0.2203,86.99,57.09,85.47,81.95,73.72,78.3,15727,0.0827,0.0397,0.0155,0.0124,0.0754,0.0603,0.0719,0.0838,0.0493,0.0394
