content_id,publish_date,category,brand,product_id,content_type,author_id,has_negative_detail,has_size_feedback,has_price_judgment,has_comparison,has_usage_scenario,positive_cliche_ratio,decision_info_score,effective_interaction_score,decision_path_entry_score,transaction_feedback_score,author_credibility_score,decision_value_score,exposure,like_rate,favorite_rate,comment_rate,effective_comment_rate,product_card_click_rate,product_detail_uv_rate,price_view_rate,review_view_rate,purchase_conversion_rate,cancel_return_rate
C00298,2026-05-20,潮鞋,Vans,SKU2025,价格判断,A68511,1,1,1,0,0,0.217,79.35,62.18,66.62,70.84,49.47,68.05,10016,0.0374,0.0233,0.0165,0.0125,0.0521,0.0412,0.0724,0.0731,0.0471,0.0512
C00299,2026-04-20,潮鞋,Vans,SKU6979,疑似软广,A36934,0,0,1,0,0,0.7455,32.96,25.06,36.94,43.36,24.67,33.63,21159,0.0721,0.0415,0.0051,0.0026,0.0269,0.0263,0.0469,0.01,0.0152,0.0826
C00300,2026-05-12,潮鞋,New Balance,SKU3911,对比测评,A76769,1,0,0,0,0,0.0998,45.43,55.9,34.96,52.25,56.9,47.42,12874,0.027,0.0519,0.0397,0.0263,0.037,0.0298,0.0291,0.0628,0.0271,0.0817
C00301,2026-06-07,潮鞋,New Balance,SKU5222,同质化好评,A15739,0,0,1,0,0,0.783,24.62,33.81,34.46,44.49,51.59,35.59,18061,0.0283,0.0209,0.0241,0.0123,0.0236,0.0157,0.0511,0.0308,0.0154,0.0995
C00302,2026-05-13,潮鞋,Vans,SKU3283,真实体验,A25648,1,1,0,1,1,0.2,86.4,72.0,70.37,77.88,64.54,75.62,9219,0.08,0.0486,0.0287,0.0227,0.0629,0.0351,0.0435,0.0876,0.0375,0.0519
C00303,2026-05-25,潮鞋,New Balance,SKU7036,穿搭展示,A84721,0,0,0,0,0,0.3934,18.64,22.56,30.46,28.75,42.01,26.74,13008,0.04,0.065,0.0055,0.0026,0.0183,0.0127,0.0206,0.0171,0.001,0.0944
C00304,2026-05-11,潮鞋,Converse,SKU3309,同质化好评,A15110,0,0,0,0,0,0.8149,14.4,18.99,5.0,25.66,40.74,17.85,21804,0.0645,0.0469,0.0143,0.0062,0.0127,0.0096,0.0198,0.0109,0.001,0.1013
C00305,2026-06-11,潮鞋,Puma,SKU8725,真实体验,A68014,0,1,1,1,1,0.2004,79.18,38.79,87.36,76.49,67.79,71.47,16439,0.0665,0.0443,0.0492,0.0331,0.0722,0.0614,0.0793,0.0607,0.0475,0.0751
C00306,2026-05-29,潮鞋,Nike,SKU8104,真实体验,A17935,0,0,1,0,0,0.1749,45.51,46.06,31.36,50.58,50.31,43.58,14856,0.0577,0.0387,0.0398,0.0217,0.0465,0.0388,0.0604,0.0386,0.0344,0.0942
C00307,2026-06-08,潮鞋,Adidas,SKU8994,疑似软广,A88838,0,0,0,0,0,0.9346,13.1,24.14,6.67,21.91,15.8,15.73,17441,0.0884,0.0285,0.0051,0.0021,0.0122,0.0085,0.0037,0.015,0.001,0.1073
C00308,2026-05-08,潮鞋,Puma,SKU9385,真实体验,A38579,1,1,0,0,1,0.3727,68.19,62.62,54.53,66.08,62.06,62.63,14212,0.043,0.0411,0.0447,0.0327,0.0326,0.0282,0.0363,0.0798,0.0227,0.0572
C00309,2026-06-05,潮鞋,Puma,SKU9274,真实体验,A35772,0,1,0,1,0,0.3259,48.24,47.94,58.26,42.1,69.71,51.61,11771,0.0241,0.005,0.0226,0.0132,0.0459,0.0378,0.0367,0.0452,0.022,0.071
C00310,2026-04-25,潮鞋,Nike,SKU5147,同质化好评,A58774,0,0,0,0,0,0.7041,14.33,42.91,18.38,31.61,46.36,27.72,13154,0.0755,0.0192,0.0164,0.0078,0.0138,0.0091,0.0115,0.0171,0.006,0.1057
C00311,2026-04-30,潮鞋,Vans,SKU8756,同质化好评,A37455,0,0,0,0,1,0.6636,22.25,35.02,30.3,29.0,52.79,31.22,14051,0.0881,0.0269,0.0162,0.0079,0.0056,0.0038,0.0188,0.0185,0.0129,0.0949
C00312,2026-04-20,潮鞋,Puma,SKU1697,真实体验,A86098,0,0,0,0,1,0.3706,40.28,28.45,24.3,37.29,57.8,35.07,1756,0.0522,0.0604,0.0384,0.0195,0.0357,0.0273,0.0173,0.0241,0.0116,0.089
C00313,2026-04-18,潮鞋,Jordan,SKU7246,同质化好评,A65254,0,0,1,0,0,0.7881,19.84,13.47,32.18,42.45,47.46,28.94,7612,0.0516,0.0251,0.0195,0.0094,0.0168,0.0117,0.0475,0.0169,0.0171,0.1095
C00314,2026-05-04,潮鞋,Vans,SKU8332,穿搭展示,A85498,1,0,0,0,1,0.492,39.86,50.25,42.29,46.92,47.62,44.73,23699,0.0808,0.0323,0.048,0.0312,0.0241,0.0167,0.0294,0.0511,0.0133,0.0832
C00315,2026-04-19,潮鞋,New Balance,SKU4602,疑似软广,A12337,0,0,0,0,0,0.665,17.9,34.15,12.05,23.14,19.16,20.86,33982,0.0489,0.0316,0.0198,0.0088,0.0132,0.0074,0.0047,0.0209,0.001,0.112
C00316,2026-04-22,潮鞋,Jordan,SKU3998,穿搭展示,A96589,0,0,0,0,1,0.5043,26.42,41.32,28.51,39.41,45.7,34.45,27294,0.0575,0.0499,0.0311,0.0157,0.0233,0.019,0.0193,0.0366,0.0182,0.1018
C00317,2026-04-19,潮鞋,Vans,SKU7774,价格判断,A73274,0,0,1,1,1,0.02,70.19,53.5,75.12,64.58,61.02,66.04,3812,0.0585,0.0419,0.0539,0.0349,0.0837,0.0444,0.0718,0.0404,0.0428,0.0758
C00318,2026-04-27,潮鞋,Adidas,SKU5665,穿搭展示,A98059,0,0,0,0,0,0.3985,20.9,34.55,28.14,29.05,40.02,28.98,12673,0.0828,0.0614,0.0213,0.0102,0.0259,0.0161,0.0248,0.019,0.0126,0.1004
C00319,2026-05-17,潮鞋,Jordan,SKU1327,疑似软广,A75314,0,0,0,0,1,0.772,23.51,35.68,19.93,23.81,36.96,26.45,19058,0.1129,0.0207,0.0191,0.0089,0.0223,0.0144,0.01,0.022,0.0045,0.0973
C00320,2026-04-29,潮鞋,Jordan,SKU2915,对比测评,A64790,1,1,0,1,0,0.1062,75.75,83.94,63.49,76.98,58.62,72.85,3090,0.0467,0.0226,0.0442,0.0344,0.057,0.0348,0.057,0.0781,0.0319,0.0575
C00321,2026-05-04,潮鞋,Puma,SKU5677,真实体验,A89707,0,0,0,0,1,0.2929,40.19,37.63,25.0,40.6,54.29,37.37,10349,0.081,0.0239,0.0607,0.0315,0.0292,0.0213,0.0236,0.0178,0.0137,0.0967
C00322,2026-05-29,潮鞋,Puma,SKU7732,价格判断,A58554,0,0,1,1,1,0.1654,70.92,55.9,67.9,61.82,54.7,63.72,14161,0.0743,0.0336,0.0598,0.038,0.0638,0.0495,0.0741,0.0358,0.0397,0.0797
C00323,2026-04-22,潮鞋,New Balance,SKU9948,真实体验,A43355,1,1,0,1,1,0.1756,96.05,59.52,67.31,86.57,59.21,75.98,14714,0.0625,0.045,0.0558,0.0442,0.0697,0.0517,0.0486,0.071,0.039,0.044
C00324,2026-05-18,潮鞋,Jordan,SKU2349,真实体验,A30777,1,1,0,0,0,0.2988,62.27,55.71,52.12,55.19,64.88,57.26,9934,0.0413,0.0484,0.0523,0.037,0.0462,0.0393,0.037,0.0748,0.0303,0.0655
C00325,2026-06-08,潮鞋,Jordan,SKU7772,同质化好评,A28044,0,0,0,0,0,0.7353,20.87,20.99,18.59,10.49,30.04,19.16,26806,0.0951,0.0357,0.0251,0.0109,0.0134,0.0101,0.0092,0.0149,0.001,0.1212
C00326,2026-04-28,潮鞋,New Balance,SKU5693,对比测评,A52524,1,0,0,1,1,0.1863,65.15,62.51,60.32,67.1,77.74,65.06,15484,0.0281,0.0478,0.0718,0.0533,0.0507,0.0352,0.0501,0.0664,0.037,0.0636
C00327,2026-05-17,潮鞋,Jordan,SKU4770,价格判断,A70060,0,0,1,1,0,0.1478,65.08,64.62,60.84,47.29,46.87,58.55,9974,0.0404,0.0348,0.0603,0.037,0.0722,0.0494,0.0614,0.0478,0.0369,0.0678
C00328,2026-06-07,潮鞋,Jordan,SKU9636,真实体验,A17225,0,0,1,1,1,0.3127,62.07,42.6,58.11,61.09,65.83,57.37,17296,0.0484,0.0315,0.0573,0.0349,0.0524,0.0433,0.074,0.0427,0.0312,0.0789
C00329,2026-06-05,潮鞋,Jordan,SKU8496,价格判断,A20396,1,0,1,1,0,0.3008,73.53,71.26,69.99,60.05,54.92,67.63,10812,0.0451,0.0399,0.0466,0.0352,0.0701,0.0478,0.0671,0.0694,0.0396,0.0624
C00330,2026-06-04,潮鞋,Puma,SKU3402,穿搭展示,A19748,0,1,0,0,1,0.5118,56.56,34.02,35.12,43.51,46.12,43.04,11828,0.0657,0.0448,0.0241,0.0131,0.0322,0.0246,0.0221,0.0414,0.0192,0.0966
C00331,2026-05-26,潮鞋,Adidas,SKU3693,真实体验,A74131,1,1,0,0,1,0.3061,66.56,67.75,54.8,65.62,72.71,64.28,9218,0.0609,0.0255,0.0286,0.0211,0.045,0.0392,0.0295,0.0781,0.0285,0.0684
C00332,2026-05-31,潮鞋,Nike,SKU5069,穿搭展示,A89398,0,0,0,0,1,0.2894,30.1,28.39,26.79,41.84,50.18,33.29,7973,0.0681,0.0355,0.041,0.0205,0.0324,0.0213,0.0273,0.0176,0.01,0.0966
C00333,2026-05-12,潮鞋,Jordan,SKU7326,对比测评,A59628,0,0,1,1,0,0.1929,58.96,39.96,61.52,60.47,60.87,56.29,9659,0.057,0.0291,0.061,0.0368,0.0639,0.0404,0.066,0.0351,0.0407,0.0819
C00334,2026-04-28,潮鞋,Puma,SKU4389,穿搭展示,A79627,0,0,0,0,1,0.4369,33.33,41.21,23.74,33.74,50.27,34.28,19770,0.094,0.0941,0.0305,0.0154,0.0321,0.0215,0.0166,0.0229,0.0136,0.1016
C00335,2026-05-29,潮鞋,Vans,SKU5633,穿搭展示,A87414,0,1,0,0,1,0.3354,52.03,42.63,41.87,53.86,55.5,48.32,10557,0.0813,0.0457,0.0204,0.0116,0.0324,0.0322,0.0275,0.0502,0.0262,0.0648
C00336,2026-06-10,潮鞋,Jordan,SKU6706,真实体验,A30760,1,1,0,0,1,0.1593,65.9,61.43,42.46,80.69,69.11,62.43,16123,0.0554,0.0187,0.0491,0.0359,0.0424,0.038,0.0392,0.077,0.0303,0.063
C00337,2026-04-22,潮鞋,Converse,SKU9070,同质化好评,A37423,0,1,0,0,1,0.5336,52.64,31.96,34.27,47.07,34.7,41.0,25560,0.0429,0.0349,0.0113,0.006,0.0192,0.0199,0.0229,0.0462,0.0138,0.0772
C00338,2026-05-13,潮鞋,Converse,SKU6262,同质化好评,A42572,0,0,0,0,0,0.8248,12.46,27.45,12.31,21.0,39.57,19.84,10184,0.084,0.0273,0.019,0.0084,0.0194,0.0133,0.0159,0.0029,0.001,0.1128
C00339,2026-05-28,潮鞋,Adidas,SKU2676,同质化好评,A75632,0,0,0,0,1,0.9079,24.56,26.63,17.46,27.25,32.37,24.52,21868,0.0673,0.0253,0.022,0.0101,0.0057,0.0045,0.009,0.0221,0.001,0.1172
C00340,2026-06-08,潮鞋,Asics,SKU6841,对比测评,A33428,1,1,0,1,0,0.0981,70.77,68.8,68.42,70.64,73.5,70.03,14001,0.0582,0.0398,0.047,0.036,0.0673,0.0527,0.0484,0.0803,0.0379,0.0652
C00341,2026-05-25,潮鞋,New Balance,SKU4414,真实体验,A35075,1,1,1,0,1,0.1291,88.72,51.37,79.36,92.38,72.21,77.99,16185,0.0718,0.0577,0.0497,0.0398,0.0593,0.0595,0.0854,0.0806,0.048,0.0525
C00342,2026-05-01,潮鞋,Adidas,SKU4647,疑似软广,A80297,0,1,0,0,0,0.6857,31.17,32.17,26.22,35.87,31.33,31.09,26049,0.0769,0.0209,0.0158,0.0077,0.0288,0.0267,0.0081,0.0359,0.0206,0.0804
C00343,2026-05-08,潮鞋,Jordan,SKU5219,真实体验,A21812,1,0,0,0,1,0.205,50.34,53.21,51.58,56.22,65.06,53.87,10352,0.0536,0.0528,0.0651,0.0451,0.0491,0.0383,0.0358,0.0581,0.0193,0.0633
C00344,2026-06-07,潮鞋,New Balance,SKU7787,穿搭展示,A58372,0,1,1,0,1,0.3783,59.82,23.8,50.76,66.34,56.12,51.29,19248,0.0701,0.0353,0.0249,0.0145,0.0454,0.0448,0.0602,0.0475,0.0474,0.0739
C00345,2026-04-21,潮鞋,Puma,SKU1124,真实体验,A19145,0,1,1,0,1,0.4429,67.47,42.42,55.18,64.05,70.48,59.01,20233,0.0441,0.0352,0.0672,0.0413,0.0522,0.052,0.0666,0.0526,0.0383,0.0808
C00346,2026-06-04,潮鞋,Adidas,SKU3116,真实体验,A65444,0,1,0,0,0,0.195,44.78,30.04,39.61,49.23,46.9,41.64,8776,0.0388,0.0465,0.0174,0.0093,0.0272,0.02,0.0318,0.0341,0.0247,0.0893
C00347,2026-04-17,潮鞋,Converse,SKU4450,对比测评,A99298,1,0,0,1,1,0.1028,73.76,57.01,54.53,61.85,63.66,62.21,11064,0.0499,0.0453,0.051,0.0372,0.0564,0.0379,0.0435,0.067,0.025,0.0686
C00348,2026-05-23,潮鞋,Nike,SKU6101,价格判断,A68329,0,0,1,0,0,0.1399,43.13,37.27,44.32,30.25,47.48,40.11,11085,0.0656,0.0494,0.0367,0.0195,0.0501,0.0295,0.0638,0.0272,0.0251,0.0883
C00349,2026-05-11,潮鞋,Adidas,SKU8115,对比测评,A44867,1,0,1,1,1,0.2129,83.16,70.41,82.83,70.89,54.83,75.24,14396,0.047,0.0432,0.0512,0.0404,0.0707,0.0476,0.076,0.0763,0.0428,0.0555
C00350,2026-04-26,潮鞋,Converse,SKU5793,穿搭展示,A13245,0,1,0,1,1,0.4445,64.39,28.23,56.3,59.92,51.61,52.96,16746,0.101,0.0513,0.0386,0.0227,0.0518,0.0417,0.031,0.0309,0.0238,0.0652
C00351,2026-05-01,潮鞋,Asics,SKU8050,穿搭展示,A48816,0,0,0,0,1,0.3469,33.36,29.13,29.77,35.99,41.99,33.0,22017,0.0984,0.0687,0.022,0.011,0.0332,0.0187,0.0147,0.0177,0.0117,0.1067
C00352,2026-05-09,潮鞋,Asics,SKU3711,真实体验,A94023,1,1,0,0,1,0.3577,64.83,60.55,48.13,74.73,74.72,62.77,12791,0.031,0.0685,0.0456,0.0334,0.0411,0.0387,0.0426,0.0817,0.0277,0.0625
C00353,2026-05-16,潮鞋,Puma,SKU6834,同质化好评,A43178,0,1,0,0,0,0.8149,36.91,29.42,29.99,39.82,30.08,33.58,7587,0.0594,0.0106,0.0293,0.0147,0.0215,0.021,0.0045,0.0237,0.0114,0.1079
C00354,2026-06-08,潮鞋,Nike,SKU2035,同质化好评,A44791,0,0,0,0,0,0.7255,22.77,35.19,18.31,27.29,38.97,26.66,13956,0.075,0.0276,0.0257,0.0121,0.0154,0.0085,0.0051,0.0077,0.0055,0.0983
C00355,2026-06-08,潮鞋,New Balance,SKU2951,穿搭展示,A97678,0,1,0,0,0,0.6332,42.07,25.62,23.27,50.1,51.67,36.65,18883,0.087,0.0721,0.0359,0.0185,0.0307,0.0289,0.0194,0.0426,0.0188,0.0856
C00356,2026-04-23,潮鞋,New Balance,SKU3653,穿搭展示,A13996,0,0,0,0,1,0.6649,30.02,42.05,23.29,31.58,33.32,31.39,15328,0.0473,0.062,0.0288,0.0141,0.0186,0.0128,0.0229,0.0142,0.0067,0.1098
C00357,2026-06-01,潮鞋,Converse,SKU3844,同质化好评,A27557,0,0,0,0,1,0.736,24.2,28.23,14.29,25.78,38.25,24.25,24417,0.1009,0.043,0.0168,0.0077,0.003,0.0022,0.0226,0.0242,0.0038,0.0993
C00358,2026-06-10,潮鞋,Puma,SKU7652,价格判断,A48204,0,0,1,1,1,0.2169,64.7,57.18,66.47,65.73,63.63,63.74,8499,0.0408,0.0509,0.0566,0.036,0.0555,0.0419,0.0698,0.0355,0.0391,0.0699
C00359,2026-04-28,潮鞋,Asics,SKU1579,对比测评,A49029,0,1,1,1,0,0.3036,68.82,57.36,67.15,66.56,69.64,65.74,5363,0.0658,0.0532,0.0605,0.0391,0.0719,0.0657,0.0699,0.0507,0.0529,0.0553
C00360,2026-04-30,潮鞋,New Balance,SKU9477,穿搭展示,A23123,0,0,0,0,1,0.5215,23.47,32.11,33.42,33.38,48.91,32.21,20156,0.0778,0.0325,0.0301,0.0149,0.0265,0.021,0.0224,0.0159,0.0113,0.1009
C00361,2026-04-17,潮鞋,Puma,SKU4512,真实体验,A54210,0,1,0,1,0,0.3454,46.25,59.37,45.91,40.21,58.0,48.76,18336,0.0866,0.0306,0.062,0.0353,0.0307,0.0264,0.0287,0.0538,0.0302,0.0836
C00362,2026-05-21,潮鞋,Converse,SKU5286,真实体验,A69317,1,1,1,0,1,0.1115,83.2,58.28,65.23,94.76,78.25,75.54,10756,0.0527,0.0453,0.0274,0.0217,0.0681,0.0446,0.0775,0.0756,0.047,0.0624
C00363,2026-05-18,潮鞋,Nike,SKU2008,真实体验,A10572,1,1,1,0,1,0.2767,86.86,40.73,65.04,77.36,74.96,69.09,800,0.0499,0.0581,0.0411,0.0313,0.0653,0.041,0.063,0.0864,0.0466,0.0563
C00364,2026-06-05,潮鞋,Converse,SKU6927,对比测评,A96490,0,0,0,1,0,0.0252,55.39,45.87,48.32,49.03,54.23,50.33,9695,0.0543,0.0362,0.0365,0.0211,0.0523,0.0376,0.0487,0.0395,0.0283,0.0743
C00365,2026-05-30,潮鞋,Converse,SKU4527,真实体验,A23571,1,1,1,0,1,0.3577,82.39,51.72,75.41,76.68,63.98,71.53,15419,0.0802,0.0272,0.0348,0.0269,0.0607,0.0474,0.078,0.0988,0.0476,0.0501
C00366,2026-04-19,潮鞋,Asics,SKU2646,对比测评,A17157,1,0,0,1,1,0.1504,72.34,78.5,59.93,66.0,59.63,67.93,16574,0.0693,0.0662,0.0223,0.0169,0.0527,0.0412,0.0276,0.0674,0.033,0.0628
C00367,2026-04-21,潮鞋,Puma,SKU7967,真实体验,A25454,0,1,1,1,1,0.4274,74.0,44.1,72.36,63.07,55.44,63.57,6223,0.0613,0.0539,0.0196,0.0124,0.0602,0.0399,0.0663,0.06,0.0398,0.0706
C00368,2026-05-06,潮鞋,New Balance,SKU2626,疑似软广,A14844,0,0,0,0,0,0.8375,14.15,31.76,17.31,21.92,32.6,21.86,13142,0.0389,0.003,0.0136,0.0061,0.0072,0.0053,0.002,0.0107,0.0012,0.1037
C00369,2026-06-10,潮鞋,Converse,SKU1316,同质化好评,A33630,0,0,0,0,0,0.7964,10.58,24.7,15.15,19.01,22.61,17.43,22165,0.0943,0.0141,0.021,0.009,0.0167,0.0127,0.007,0.0071,0.001,0.1151
C00370,2026-04-18,潮鞋,Nike,SKU4177,对比测评,A66654,0,0,0,1,1,0.11,61.28,54.82,57.19,44.88,73.52,56.91,14238,0.0372,0.0398,0.0587,0.0356,0.0579,0.0344,0.0374,0.0406,0.023,0.1005
C00371,2026-04-27,潮鞋,Asics,SKU4983,穿搭展示,A76313,0,0,0,0,1,0.6241,24.98,32.24,23.15,31.3,50.64,29.8,12800,0.0358,0.0292,0.0251,0.0121,0.0087,0.0059,0.0097,0.0305,0.0146,0.0956
C00372,2026-06-01,潮鞋,Vans,SKU5713,价格判断,A73495,0,1,1,0,1,0.02,68.93,36.06,71.46,77.71,46.56,62.51,21048,0.0262,0.0492,0.0408,0.0258,0.0569,0.0435,0.0721,0.0583,0.044,0.0614
C00373,2026-04-17,潮鞋,Adidas,SKU8470,真实体验,A65878,0,1,0,0,1,0.02,59.29,45.55,53.22,56.88,62.24,54.84,8630,0.069,0.0185,0.0503,0.03,0.0434,0.0342,0.0369,0.0523,0.0378,0.0926
C00374,2026-05-19,潮鞋,Vans,SKU2363,价格判断,A89632,1,0,1,1,1,0.0511,82.02,69.75,84.16,69.18,81.46,77.48,3617,0.0165,0.0344,0.0254,0.0203,0.0769,0.0533,0.0785,0.0652,0.0479,0.0586
C00375,2026-04-26,潮鞋,Vans,SKU4653,价格判断,A42452,1,1,1,1,0,0.0378,97.99,68.18,77.15,90.26,62.71,81.74,7706,0.0522,0.0165,0.0194,0.0158,0.0731,0.0597,0.082,0.0928,0.0514,0.0496
C00376,2026-04-24,潮鞋,Vans,SKU3495,真实体验,A49798,1,0,0,1,1,0.1987,61.5,62.25,51.82,58.82,70.48,59.59,13465,0.0484,0.0341,0.0486,0.0349,0.0382,0.0298,0.0274,0.0513,0.0226,0.0895
C00377,2026-05-18,潮鞋,Adidas,SKU7057,价格判断,A82968,0,0,1,0,0,0.1423,49.27,33.81,40.54,45.82,49.44,43.32,5636,0.0516,0.0327,0.0311,0.0169,0.0442,0.0302,0.0562,0.0323,0.0299,0.0835
C00378,2026-05-17,潮鞋,Nike,SKU1940,同质化好评,A92191,0,1,0,0,0,0.7665,28.04,23.56,43.5,37.19,26.09,32.64,5200,0.0902,0.0454,0.0125,0.0062,0.0271,0.027,0.0166,0.0331,0.0125,0.0987
C00379,2026-06-04,潮鞋,Nike,SKU7233,对比测评,A16390,1,0,1,1,0,0.1819,73.96,74.85,68.55,64.8,67.81,70.34,11451,0.0475,0.0825,0.024,0.0184,0.0768,0.0471,0.0752,0.0808,0.0374,0.0612
C00380,2026-04-17,潮鞋,Nike,SKU9059,价格判断,A87713,0,1,1,0,0,0.1617,50.84,33.94,51.9,65.64,47.18,50.32,3711,0.0816,0.024,0.0366,0.0211,0.0495,0.0442,0.067,0.0446,0.0392,0.0698
C00381,2026-05-30,潮鞋,Vans,SKU5521,价格判断,A93509,0,0,1,1,0,0.1024,57.97,50.69,57.24,50.0,49.14,53.86,15765,0.0524,0.0339,0.0218,0.0129,0.0558,0.032,0.0746,0.0411,0.0325,0.0783
C00382,2026-04-25,潮鞋,Asics,SKU3212,价格判断,A48227,0,1,1,0,0,0.1462,62.03,47.68,59.39,65.12,52.99,58.21,19353,0.0261,0.0552,0.0368,0.0225,0.0471,0.0354,0.0586,0.0576,0.0398,0.0691
C00383,2026-04-25,潮鞋,Vans,SKU1259,同质化好评,A53381,0,1,0,0,1,0.6466,42.32,26.59,41.01,43.53,40.81,38.94,20961,0.0516,0.0393,0.0179,0.0094,0.0139,0.0159,0.0124,0.0432,0.0152,0.1012
C00384,2026-05-29,潮鞋,Jordan,SKU9853,真实体验,A90480,1,0,1,1,1,0.2115,81.04,73.27,75.75,68.54,82.5,75.81,10977,0.0498,0.007,0.0486,0.0385,0.0744,0.0528,0.0745,0.0643,0.0415,0.0688
C00385,2026-06-07,潮鞋,Jordan,SKU4286,穿搭展示,A59013,0,0,0,0,1,0.2195,33.01,29.39,41.6,38.12,51.61,37.32,32495,0.0927,0.0378,0.0194,0.01,0.0304,0.0193,0.0234,0.0344,0.0195,0.0794
C00386,2026-06-03,潮鞋,New Balance,SKU9491,穿搭展示,A15234,0,1,0,0,1,0.3313,49.08,17.06,44.65,52.12,60.85,43.35,16537,0.0529,0.0459,0.0062,0.0034,0.0249,0.025,0.0271,0.0499,0.0152,0.0762
C00387,2026-05-03,潮鞋,Puma,SKU7272,真实体验,A50386,1,1,0,0,1,0.1319,73.33,56.62,55.63,76.38,64.6,65.3,12791,0.0672,0.033,0.0325,0.0242,0.0507,0.0414,0.0399,0.0768,0.0414,0.0507
C00388,2026-05-15,潮鞋,Asics,SKU4483,真实体验,A44062,1,0,0,0,1,0.3356,54.34,64.6,46.81,51.12,48.03,53.23,15951,0.072,0.0598,0.0564,0.0389,0.0495,0.0377,0.035,0.047,0.0212,0.0733
C00389,2026-05-23,潮鞋,New Balance,SKU2352,同质化好评,A84555,0,0,0,0,1,0.9444,25.14,30.12,20.52,30.48,41.36,27.67,11741,0.0647,0.0209,0.0222,0.0105,0.014,0.0093,0.0097,0.0194,0.0031,0.1024
C00390,2026-06-06,潮鞋,Adidas,SKU4113,穿搭展示,A28188,0,0,0,1,1,0.5159,49.08,32.7,41.39,44.5,46.69,42.73,24930,0.0821,0.0521,0.0225,0.0122,0.0349,0.0225,0.0277,0.0236,0.0166,0.1013
C00391,2026-06-03,潮鞋,Vans,SKU7569,对比测评,A69805,1,0,0,1,0,0.2182,51.54,70.65,48.62,53.85,68.63,56.8,7873,0.0223,0.0495,0.0174,0.0123,0.0489,0.04,0.0404,0.0645,0.0257,0.0931
C00392,2026-04-18,潮鞋,Nike,SKU6194,同质化好评,A99489,0,0,1,0,0,0.7912,29.84,30.02,35.04,37.1,36.85,33.33,15319,0.0413,0.0404,0.0081,0.0041,0.0302,0.0231,0.0529,0.0101,0.0163,0.1095
C00393,2026-04-20,潮鞋,Nike,SKU5636,穿搭展示,A73853,0,0,0,0,1,0.58,23.54,31.22,27.5,27.2,44.27,28.87,15590,0.0473,0.0952,0.0205,0.0099,0.0171,0.0136,0.0289,0.0274,0.0015,0.1053
C00394,2026-06-10,潮鞋,Jordan,SKU2925,穿搭展示,A74010,0,1,0,1,0,0.514,53.8,49.4,44.73,58.98,65.58,52.87,19986,0.1078,0.003,0.0232,0.0137,0.0506,0.0461,0.024,0.0455,0.0138,0.0808
C00395,2026-06-11,潮鞋,Adidas,SKU2528,同质化好评,A93311,1,0,0,0,0,0.7947,22.72,41.13,22.14,40.44,37.24,31.25,33085,0.0782,0.0343,0.0196,0.0116,0.0242,0.0184,0.0194,0.0441,0.001,0.0825
C00396,2026-05-25,潮鞋,Jordan,SKU8313,同质化好评,A47137,0,0,0,0,0,0.7664,6.98,19.51,14.29,28.98,39.45,18.96,4834,0.0616,0.017,0.0044,0.0019,0.0122,0.0092,0.0133,0.0174,0.001,0.1096
C00397,2026-05-11,潮鞋,Adidas,SKU1082,穿搭展示,A74627,0,1,0,0,0,0.4037,31.8,30.04,39.46,43.7,43.64,36.93,13573,0.0494,0.0396,0.0216,0.0111,0.0278,0.027,0.0229,0.0389,0.0124,0.0868
C00398,2026-05-19,潮鞋,Vans,SKU9279,对比测评,A82594,1,1,1,0,0,0.1149,77.78,57.89,57.16,81.56,59.06,67.53,12914,0.0557,0.0186,0.0451,0.034,0.0645,0.0553,0.0744,0.0668,0.0533,0.0562
