content_id,publish_date,category,brand,product_id,content_type,author_id,has_negative_detail,has_size_feedback,has_price_judgment,has_comparison,has_usage_scenario,positive_cliche_ratio,decision_info_score,effective_interaction_score,decision_path_entry_score,transaction_feedback_score,author_credibility_score,decision_value_score,exposure,like_rate,favorite_rate,comment_rate,effective_comment_rate,product_card_click_rate,product_detail_uv_rate,price_view_rate,review_view_rate,purchase_conversion_rate,cancel_return_rate
C00399,2026-06-05,潮鞋,Vans,SKU7011,对比测评,A21143,1,1,0,1,1,0.02,81.85,86.41,73.81,75.51,69.09,78.21,14261,0.0249,0.037,0.0627,0.0502,0.0598,0.0434,0.0505,0.0866,0.0395,0.0468
C00400,2026-06-03,潮鞋,New Balance,SKU4988,真实体验,A41620,0,1,0,0,1,0.3476,51.21,28.39,43.45,58.95,48.69,46.0,11227,0.051,0.0326,0.044,0.0245,0.0361,0.0329,0.0239,0.0356,0.0249,0.0732
C00401,2026-05-16,潮鞋,New Balance,SKU6329,真实体验,A69483,1,0,1,0,1,0.3679,64.14,46.3,59.1,64.18,67.14,59.62,13722,0.0613,0.0405,0.0504,0.0362,0.0519,0.0288,0.07,0.0533,0.0287,0.0674
C00402,2026-05-14,潮鞋,Asics,SKU6748,穿搭展示,A73148,0,0,1,1,1,0.5234,64.67,46.65,64.26,66.46,48.08,59.66,4508,0.0832,0.0456,0.0309,0.0191,0.0662,0.0458,0.0633,0.0397,0.0305,0.0859
C00403,2026-05-18,潮鞋,Nike,SKU1934,价格判断,A42500,0,1,1,1,1,0.1263,82.79,38.42,86.84,71.26,62.12,70.55,15581,0.0636,0.0437,0.0426,0.0285,0.0764,0.0699,0.0777,0.049,0.0471,0.0673
C00404,2026-04-22,潮鞋,New Balance,SKU4742,价格判断,A72241,0,0,1,0,1,0.0988,59.62,33.42,57.37,54.85,64.05,53.31,3435,0.022,0.0435,0.0494,0.0291,0.0523,0.0387,0.071,0.0328,0.0329,0.0845
C00405,2026-05-18,潮鞋,Nike,SKU8481,真实体验,A98544,0,1,0,0,0,0.1861,42.46,30.11,41.73,50.81,59.49,43.18,15365,0.0956,0.032,0.0216,0.0117,0.028,0.0236,0.0244,0.0463,0.0303,0.0876
C00406,2026-05-18,潮鞋,Puma,SKU2217,对比测评,A55709,0,1,0,1,1,0.1518,67.15,46.29,67.79,61.82,58.3,61.19,5312,0.0384,0.0505,0.0485,0.0303,0.0494,0.0297,0.0425,0.0497,0.0358,0.0605
C00407,2026-04-30,潮鞋,Asics,SKU1518,同质化好评,A86066,0,1,1,0,0,0.4187,61.42,36.42,53.14,51.96,48.31,51.15,32339,0.0776,0.0264,0.0039,0.0023,0.0557,0.0446,0.051,0.0418,0.0317,0.0753
C00408,2026-05-12,潮鞋,Jordan,SKU7807,价格判断,A53675,1,1,0,0,0,0.1077,55.79,46.36,49.53,55.86,53.54,52.13,4513,0.0429,0.0416,0.0666,0.0456,0.0342,0.0294,0.0315,0.0658,0.0273,0.0663
C00409,2026-05-17,潮鞋,Jordan,SKU5455,对比测评,A65286,0,0,0,1,1,0.224,44.05,41.59,52.38,50.81,70.48,49.64,14554,0.0515,0.0561,0.0291,0.0167,0.0354,0.0263,0.0271,0.0342,0.0207,0.0891
C00410,2026-06-04,潮鞋,Adidas,SKU1862,同质化好评,A80382,0,0,0,0,0,0.7419,19.19,32.67,20.45,28.71,39.53,26.14,26273,0.1004,0.0348,0.0171,0.008,0.0214,0.013,0.0104,0.0173,0.001,0.1147
C00411,2026-05-26,潮鞋,Nike,SKU8408,对比测评,A66375,0,1,0,1,1,0.1552,65.79,54.08,52.18,60.64,61.16,58.56,13977,0.0268,0.038,0.0427,0.0262,0.0591,0.0493,0.0315,0.0508,0.0355,0.0581
C00412,2026-05-11,潮鞋,Converse,SKU8634,真实体验,A57437,1,1,0,1,0,0.2928,75.22,63.89,55.75,62.89,72.24,65.32,9619,0.0146,0.0622,0.0314,0.0233,0.053,0.0518,0.0396,0.0748,0.0275,0.0444
C00413,2026-06-01,潮鞋,Vans,SKU3358,同质化好评,A14657,0,0,0,0,1,0.9568,21.23,23.64,18.64,29.82,41.52,24.81,7920,0.0423,0.0346,0.0291,0.0134,0.0125,0.0098,0.0175,0.0164,0.001,0.1145
C00414,2026-05-14,潮鞋,Converse,SKU4118,穿搭展示,A62530,0,0,0,1,1,0.1149,54.91,37.45,54.29,42.65,49.34,48.26,29071,0.1072,0.0592,0.0284,0.0161,0.0463,0.0416,0.0385,0.0305,0.0159,0.0901
C00415,2026-04-20,潮鞋,Nike,SKU8430,同质化好评,A41018,1,0,0,0,1,0.6603,41.05,52.48,31.71,53.96,62.65,45.74,12090,0.0166,0.0424,0.0153,0.01,0.0234,0.015,0.0234,0.0561,0.0124,0.0979
C00416,2026-05-31,潮鞋,Asics,SKU5997,对比测评,A16575,1,1,0,1,0,0.2067,70.93,59.11,60.57,73.21,74.62,66.8,4748,0.0422,0.04,0.0543,0.0408,0.0535,0.0411,0.0338,0.0802,0.0338,0.0498
C00417,2026-04-24,潮鞋,Asics,SKU4661,穿搭展示,A55829,0,0,0,0,1,0.4154,31.9,41.62,35.44,29.84,55.53,36.68,14066,0.0649,0.0473,0.0325,0.0167,0.0303,0.0204,0.0291,0.027,0.0097,0.0911
C00418,2026-04-29,潮鞋,Vans,SKU9782,真实体验,A79107,1,1,0,0,1,0.17,63.81,66.36,55.16,66.49,50.18,61.33,3548,0.0483,0.0334,0.0383,0.0278,0.0314,0.0277,0.046,0.0847,0.0252,0.0504
C00419,2026-05-29,潮鞋,Jordan,SKU1380,同质化好评,A67249,0,0,0,0,0,0.768,12.58,21.35,27.11,27.64,39.82,23.7,10189,0.0932,0.0184,0.0055,0.0025,0.0109,0.0097,0.0245,0.0135,0.001,0.0966
C00420,2026-05-02,潮鞋,Asics,SKU2446,同质化好评,A53022,0,0,0,0,0,0.6591,21.14,29.87,22.11,18.26,29.87,23.42,15839,0.0461,0.0279,0.015,0.0068,0.0236,0.0168,0.0204,0.0189,0.001,0.1087
C00421,2026-04-23,潮鞋,Converse,SKU9598,同质化好评,A72807,0,0,0,0,0,0.7916,12.61,31.44,10.18,19.03,31.33,18.93,18912,0.0874,0.0439,0.0264,0.0115,0.0111,0.0089,0.0063,0.0026,0.001,0.1059
C00422,2026-05-09,潮鞋,Jordan,SKU5065,价格判断,A70981,0,0,1,0,0,0.1962,39.73,39.37,40.35,50.64,54.28,43.45,10909,0.0359,0.038,0.0362,0.0197,0.0448,0.0291,0.0658,0.0333,0.0344,0.1001
C00423,2026-04-19,潮鞋,Vans,SKU5820,穿搭展示,A33224,0,0,0,0,1,0.4071,32.54,36.69,35.94,37.44,41.45,36.09,14277,0.0512,0.0766,0.0201,0.0103,0.0326,0.0237,0.0257,0.0253,0.0088,0.0892
C00424,2026-05-05,潮鞋,Vans,SKU3935,真实体验,A91041,1,1,0,0,0,0.2215,61.24,53.24,45.15,74.24,44.78,56.57,15108,0.0534,0.0333,0.0377,0.0265,0.0455,0.0411,0.0379,0.0786,0.0352,0.0665
C00425,2026-04-17,潮鞋,Adidas,SKU9377,同质化好评,A99040,0,0,0,0,0,0.5782,25.93,37.93,21.45,22.0,42.62,28.09,23360,0.064,0.0176,0.0188,0.009,0.0136,0.0111,0.0152,0.0306,0.001,0.105
C00426,2026-05-05,潮鞋,Asics,SKU4912,穿搭展示,A62673,0,1,1,0,0,0.2516,56.06,34.31,50.47,67.38,57.08,52.68,9419,0.0519,0.0348,0.0299,0.0176,0.0524,0.0468,0.0624,0.0443,0.0437,0.0679
C00427,2026-06-07,潮鞋,Nike,SKU9509,真实体验,A41050,0,1,1,0,0,0.2229,65.99,39.27,61.27,59.05,56.45,57.12,13236,0.0313,0.0355,0.0563,0.0342,0.0569,0.045,0.0677,0.0558,0.0454,0.0653
C00428,2026-05-13,潮鞋,Asics,SKU5196,对比测评,A78613,1,0,0,1,1,0.1996,74.45,65.31,52.94,61.51,63.38,63.55,14103,0.0638,0.0603,0.0293,0.0216,0.0562,0.0373,0.0401,0.067,0.0301,0.0816
C00429,2026-04-30,潮鞋,Converse,SKU2281,真实体验,A43964,1,1,1,1,1,0.1155,93.73,73.88,85.52,90.64,83.88,86.1,17358,0.0316,0.0606,0.0526,0.044,0.0803,0.0526,0.0897,0.0908,0.0498,0.0427
C00430,2026-05-24,潮鞋,Jordan,SKU9573,同质化好评,A68699,0,0,0,0,0,0.8705,9.74,28.65,21.24,24.54,31.9,21.57,18512,0.0415,0.0088,0.0247,0.011,0.0092,0.0062,0.0158,0.0225,0.001,0.1281
C00431,2026-06-02,潮鞋,Vans,SKU1924,穿搭展示,A69369,0,0,0,0,1,0.3173,33.64,44.42,28.36,34.89,35.56,34.92,21293,0.077,0.0185,0.0259,0.0131,0.0301,0.024,0.0239,0.0241,0.0208,0.0957
C00432,2026-04-28,潮鞋,Puma,SKU7272,穿搭展示,A21884,0,0,0,0,0,0.3404,29.76,36.71,28.84,33.55,41.55,32.86,21602,0.1272,0.0398,0.0164,0.0081,0.0198,0.0159,0.0298,0.0218,0.0032,0.0916
C00433,2026-05-12,潮鞋,Puma,SKU8024,价格判断,A74355,0,0,1,0,0,0.2219,45.39,37.71,47.46,52.45,49.78,46.22,6366,0.036,0.0302,0.0413,0.023,0.0467,0.0275,0.0546,0.0203,0.0185,0.0876
C00434,2026-05-29,潮鞋,Puma,SKU7130,价格判断,A56507,1,0,1,1,0,0.1654,75.06,66.59,67.7,63.05,46.09,66.23,3804,0.0594,0.0313,0.0165,0.0124,0.0686,0.0394,0.0824,0.06,0.0426,0.0772
C00435,2026-05-16,潮鞋,Vans,SKU3669,真实体验,A39548,1,1,0,0,0,0.2749,61.68,60.11,48.26,66.32,71.04,59.87,12322,0.061,0.0522,0.0351,0.0253,0.0346,0.0319,0.0366,0.0659,0.0326,0.071
C00436,2026-06-09,潮鞋,New Balance,SKU3967,对比测评,A90864,1,0,0,1,1,0.0227,72.44,80.71,53.91,60.75,58.41,65.72,6421,0.0733,0.0454,0.0368,0.0274,0.0557,0.0358,0.0411,0.057,0.0289,0.063
C00437,2026-05-05,潮鞋,Puma,SKU8915,真实体验,A31358,1,1,0,1,0,0.1486,68.89,68.01,64.02,80.76,64.88,69.47,16172,0.0674,0.0339,0.0537,0.041,0.054,0.051,0.0408,0.0764,0.0321,0.0453
C00438,2026-06-04,潮鞋,Asics,SKU4799,对比测评,A24924,1,1,0,1,0,0.1233,73.59,68.03,59.68,65.51,53.28,65.35,13396,0.0567,0.063,0.0575,0.0428,0.0714,0.0555,0.0409,0.0696,0.038,0.055
C00439,2026-04-29,潮鞋,New Balance,SKU1917,真实体验,A36320,1,1,0,0,0,0.445,47.61,39.2,45.33,50.97,53.69,46.64,5672,0.0541,0.0511,0.0187,0.0123,0.0302,0.0256,0.0384,0.0675,0.0178,0.0651
C00440,2026-04-25,潮鞋,Puma,SKU8466,对比测评,A10804,1,1,0,1,1,0.2711,78.66,67.37,79.21,74.98,77.85,75.72,8689,0.0483,0.0452,0.0339,0.0268,0.0596,0.053,0.0413,0.0812,0.0398,0.0458
C00441,2026-05-10,潮鞋,Nike,SKU8013,穿搭展示,A69470,0,0,1,0,1,0.5664,38.33,38.39,40.37,52.33,54.9,43.31,18368,0.0751,0.0342,0.041,0.0223,0.0444,0.0326,0.0532,0.0282,0.0249,0.1
C00442,2026-05-22,潮鞋,Vans,SKU9601,价格判断,A43902,0,0,1,1,1,0.3386,54.09,52.13,66.14,49.85,63.6,56.81,11199,0.048,0.0137,0.0399,0.0242,0.0659,0.0446,0.0725,0.0438,0.0307,0.099
C00443,2026-04-25,潮鞋,Nike,SKU6228,价格判断,A55048,0,0,1,1,0,0.3069,59.6,40.56,54.19,61.11,45.31,53.31,800,0.0655,0.0515,0.0589,0.0348,0.0655,0.0538,0.0644,0.0231,0.0325,0.0921
C00444,2026-04-24,潮鞋,Puma,SKU6799,对比测评,A71533,0,0,1,1,1,0.1825,62.5,62.3,59.57,61.58,69.03,62.2,14543,0.0826,0.0735,0.041,0.0258,0.0704,0.0499,0.0664,0.0429,0.0406,0.0824
C00445,2026-05-27,潮鞋,New Balance,SKU8660,同质化好评,A24719,0,0,0,0,1,0.6507,36.01,28.68,24.91,37.9,52.82,33.83,26905,0.0755,0.0233,0.0334,0.0168,0.027,0.0177,0.0283,0.0192,0.0128,0.1146
C00446,2026-06-04,潮鞋,New Balance,SKU1044,价格判断,A11264,0,0,1,0,0,0.1704,44.29,37.48,49.22,48.63,42.47,44.85,10287,0.0489,0.0374,0.0523,0.0289,0.0491,0.0275,0.0579,0.0337,0.0357,0.0986
C00447,2026-05-27,潮鞋,Adidas,SKU1419,对比测评,A39358,1,1,1,1,0,0.1843,83.24,65.89,74.88,94.75,78.24,79.48,13596,0.0459,0.0406,0.0641,0.0517,0.0782,0.0366,0.0936,0.085,0.0532,0.0576
C00448,2026-05-15,潮鞋,Adidas,SKU2708,同质化好评,A82064,0,0,0,1,0,0.8665,25.98,33.63,29.58,21.13,37.62,28.6,19842,0.0795,0.0436,0.0327,0.0157,0.0337,0.0266,0.0136,0.0139,0.0016,0.1141
C00449,2026-05-19,潮鞋,Asics,SKU7846,对比测评,A73230,0,1,1,1,0,0.0914,71.09,54.57,66.78,68.11,67.31,65.73,7121,0.0608,0.0407,0.0346,0.0223,0.0701,0.0578,0.068,0.0565,0.0497,0.0572
C00450,2026-05-07,潮鞋,Puma,SKU7948,真实体验,A83390,0,1,0,0,1,0.4532,49.02,34.31,43.99,59.68,53.58,47.41,8560,0.0332,0.0422,0.0241,0.0136,0.0299,0.0242,0.0357,0.0421,0.0243,0.0659
C00451,2026-05-10,潮鞋,New Balance,SKU7600,疑似软广,A14553,0,0,0,0,1,0.9365,14.0,16.56,21.93,28.23,26.98,20.64,30828,0.0555,0.0293,0.0189,0.0084,0.003,0.002,0.0098,0.0167,0.003,0.1127
C00452,2026-05-25,潮鞋,Asics,SKU7165,真实体验,A40723,1,0,1,0,1,0.1628,71.01,44.88,53.81,74.57,61.33,61.23,9584,0.0571,0.0339,0.0362,0.0262,0.0577,0.0379,0.0673,0.0549,0.0333,0.0712
C00453,2026-04-25,潮鞋,New Balance,SKU9822,同质化好评,A11434,0,1,1,0,0,0.6838,41.44,36.07,56.54,51.12,42.39,46.17,15408,0.0995,0.0191,0.0023,0.0013,0.0535,0.0451,0.0585,0.041,0.0324,0.0718
C00454,2026-05-06,潮鞋,Nike,SKU9785,疑似软广,A87481,0,0,0,0,0,0.6378,20.05,19.3,18.83,24.96,22.85,20.86,1587,0.083,0.0137,0.0144,0.0064,0.0097,0.0064,0.0201,0.0192,0.0067,0.111
C00455,2026-05-20,潮鞋,New Balance,SKU3311,同质化好评,A68746,0,0,1,0,0,0.8589,27.78,18.09,23.97,25.7,48.28,26.52,23389,0.0929,0.0252,0.0135,0.0063,0.0258,0.0218,0.0536,0.0214,0.0142,0.1209
C00456,2026-06-01,潮鞋,Vans,SKU5710,同质化好评,A82543,0,0,0,0,0,0.8915,5.35,20.62,7.96,19.52,47.22,16.08,19804,0.0701,0.0241,0.007,0.003,0.0147,0.0115,0.0158,0.0135,0.001,0.1056
C00457,2026-05-01,潮鞋,Jordan,SKU7899,同质化好评,A18040,0,0,0,0,0,0.7412,10.26,12.49,8.82,23.27,56.81,17.6,3594,0.0501,0.0342,0.0322,0.0138,0.0123,0.0095,0.0082,0.0103,0.001,0.1066
C00458,2026-04-20,潮鞋,Jordan,SKU1244,穿搭展示,A84002,0,0,0,0,1,0.3929,35.56,31.0,23.57,36.61,48.21,33.12,18680,0.0613,0.0445,0.0298,0.0149,0.024,0.0161,0.0339,0.0189,0.0153,0.0887
C00459,2026-05-23,潮鞋,New Balance,SKU4632,真实体验,A85059,1,0,1,0,0,0.2497,50.27,48.79,50.12,58.75,49.73,51.58,9073,0.0412,0.0252,0.054,0.0368,0.048,0.023,0.0601,0.0608,0.0296,0.0888
C00460,2026-05-16,潮鞋,Nike,SKU5553,真实体验,A29413,1,1,0,1,1,0.3376,76.88,57.56,63.88,69.56,70.44,67.66,12984,0.0663,0.0351,0.0298,0.0225,0.0563,0.0396,0.0476,0.0758,0.0314,0.061
C00461,2026-05-26,潮鞋,Converse,SKU9982,真实体验,A45084,0,1,0,0,1,0.1526,48.17,30.4,43.07,56.31,72.56,47.41,15380,0.0428,0.0594,0.0247,0.0139,0.0388,0.0351,0.0275,0.0524,0.0255,0.0783
C00462,2026-05-19,潮鞋,Nike,SKU7771,穿搭展示,A14689,0,0,1,0,1,0.5224,49.36,19.04,40.68,55.08,39.3,41.26,22500,0.1,0.0384,0.007,0.0038,0.0367,0.0333,0.05,0.0226,0.0202,0.1066
C00463,2026-06-10,潮鞋,Nike,SKU7523,真实体验,A65953,0,1,1,0,1,0.0851,60.73,29.34,55.74,65.23,58.05,53.83,10094,0.0885,0.0378,0.039,0.0231,0.057,0.0445,0.0694,0.0537,0.0437,0.0906
C00464,2026-04-23,潮鞋,Nike,SKU7288,价格判断,A41095,0,0,0,1,1,0.2598,53.94,52.46,49.19,41.58,57.69,50.36,15919,0.048,0.0337,0.0581,0.0335,0.0462,0.0327,0.036,0.034,0.0167,0.0906
C00465,2026-04-23,潮鞋,Asics,SKU8443,真实体验,A73243,0,1,0,0,0,0.2589,41.75,33.11,40.72,50.21,64.47,43.73,12447,0.0506,0.0505,0.0315,0.0172,0.04,0.0383,0.0372,0.0475,0.0224,0.0774
C00466,2026-04-23,潮鞋,Asics,SKU7004,对比测评,A26353,0,0,0,1,1,0.0936,62.69,62.38,57.91,52.68,64.8,59.64,13511,0.0627,0.0553,0.0344,0.0212,0.0586,0.0496,0.0387,0.039,0.0283,0.0748
C00467,2026-05-24,潮鞋,New Balance,SKU2861,同质化好评,A43095,0,1,0,0,0,0.6911,26.4,31.16,31.0,42.18,44.86,33.51,24070,0.0742,0.0365,0.0101,0.0051,0.0364,0.0304,0.0204,0.0392,0.0117,0.0898
C00468,2026-06-01,潮鞋,Nike,SKU7382,穿搭展示,A65818,0,0,0,0,1,0.317,42.86,49.97,36.98,39.87,39.0,41.83,23267,0.0566,0.0306,0.0135,0.0073,0.0374,0.0259,0.0286,0.0297,0.0112,0.0872
C00469,2026-05-30,潮鞋,Puma,SKU9058,价格判断,A83154,0,0,0,1,0,0.3285,35.74,48.94,45.05,38.55,42.25,41.92,11320,0.0503,0.034,0.0232,0.0125,0.0478,0.0386,0.0216,0.0279,0.0146,0.0835
C00470,2026-05-27,潮鞋,Puma,SKU6293,真实体验,A22595,1,0,0,0,1,0.056,60.69,61.25,53.67,52.04,37.61,55.01,7022,0.0667,0.0413,0.0264,0.0184,0.0345,0.023,0.0305,0.0621,0.0235,0.0663
C00471,2026-06-01,潮鞋,Converse,SKU4888,对比测评,A28697,0,0,0,0,1,0.0773,37.77,51.95,29.36,38.74,56.24,40.55,10222,0.0723,0.0407,0.041,0.0218,0.0392,0.0346,0.0386,0.0307,0.0188,0.0887
C00472,2026-06-09,潮鞋,Adidas,SKU4887,价格判断,A26085,1,0,1,1,1,0.1335,80.91,79.13,78.46,82.24,67.23,78.84,16400,0.0787,0.0269,0.0294,0.0237,0.0807,0.0565,0.0807,0.0686,0.043,0.0752
C00473,2026-06-07,潮鞋,Converse,SKU1703,真实体验,A51159,1,1,0,0,0,0.2314,50.79,63.65,48.33,60.83,54.16,55.09,22445,0.0235,0.0443,0.0265,0.0185,0.0381,0.0302,0.03,0.0714,0.0191,0.0583
C00474,2026-06-04,潮鞋,Adidas,SKU4050,疑似软广,A38654,0,0,0,0,1,0.98,24.39,36.43,21.1,35.15,35.48,29.24,22295,0.0757,0.0078,0.0158,0.0076,0.005,0.0027,0.0146,0.0101,0.001,0.1126
C00475,2026-04-19,潮鞋,Asics,SKU5379,穿搭展示,A55822,0,0,0,0,1,0.5461,26.65,24.43,24.39,26.81,43.07,27.32,20805,0.0642,0.0486,0.023,0.0109,0.026,0.0166,0.0142,0.0151,0.0016,0.1079
C00476,2026-06-11,潮鞋,Jordan,SKU8725,同质化好评,A89753,0,0,0,0,0,0.7593,7.9,33.62,12.01,21.68,24.06,18.44,15488,0.0653,0.0187,0.0242,0.0105,0.019,0.0132,0.0086,0.0162,0.001,0.1032
C00477,2026-05-27,潮鞋,New Balance,SKU1031,对比测评,A11561,0,1,1,1,0,0.3642,66.28,65.9,69.91,66.2,55.56,66.03,19746,0.0321,0.051,0.0378,0.0245,0.0647,0.0421,0.078,0.0537,0.0387,0.0786
C00478,2026-05-31,潮鞋,Converse,SKU2590,真实体验,A56773,1,1,1,0,1,0.2291,73.48,48.92,69.45,84.34,77.99,70.18,8238,0.0841,0.0524,0.0358,0.0275,0.0546,0.0363,0.0754,0.0744,0.0522,0.0486
C00479,2026-06-05,潮鞋,Vans,SKU1279,价格判断,A12027,0,0,1,1,0,0.0446,63.33,55.73,65.23,54.32,60.95,60.25,9595,0.053,0.0316,0.0445,0.0277,0.065,0.0562,0.0829,0.0469,0.0456,0.0665
C00480,2026-05-11,潮鞋,Puma,SKU9906,价格判断,A45099,1,0,1,1,0,0.2668,72.59,63.7,76.22,65.24,52.49,68.24,16315,0.0678,0.0257,0.0359,0.0272,0.0656,0.0464,0.0789,0.0586,0.0434,0.0704
C00481,2026-05-02,潮鞋,Converse,SKU5092,同质化好评,A14983,0,0,0,0,1,0.5289,30.67,24.1,29.2,34.55,41.01,30.8,17315,0.0593,0.0321,0.0185,0.009,0.0165,0.012,0.0212,0.0211,0.0175,0.1006
C00482,2026-04-28,潮鞋,Vans,SKU4171,对比测评,A71466,0,0,1,1,1,0.02,68.83,55.27,77.94,65.45,70.05,67.84,21589,0.0513,0.0459,0.0439,0.0287,0.0813,0.0569,0.0711,0.0492,0.0396,0.0791
C00483,2026-05-04,潮鞋,Asics,SKU6503,同质化好评,A52191,0,0,0,0,0,0.6484,12.19,29.24,14.37,27.96,43.66,22.45,23071,0.0754,0.0336,0.0199,0.009,0.0173,0.0129,0.0205,0.0171,0.001,0.1067
C00484,2026-06-03,潮鞋,Adidas,SKU3622,真实体验,A59271,1,1,1,0,1,0.2139,83.41,46.33,69.64,83.06,60.49,70.19,16606,0.0505,0.0359,0.0444,0.034,0.0607,0.0536,0.0683,0.0706,0.0464,0.0542
C00485,2026-04-24,潮鞋,Asics,SKU3817,穿搭展示,A26944,0,0,0,0,1,0.4237,34.93,16.38,24.19,35.02,47.95,29.85,4330,0.0817,0.032,0.0271,0.0131,0.0228,0.0177,0.0268,0.0254,0.0126,0.0972
C00486,2026-04-23,潮鞋,Puma,SKU7439,价格判断,A75358,0,0,1,0,0,0.02,55.69,47.05,36.97,50.98,43.35,47.11,13746,0.0541,0.039,0.0263,0.0148,0.0507,0.0346,0.0672,0.0413,0.0351,0.074
C00487,2026-06-11,潮鞋,Adidas,SKU8117,价格判断,A65953,0,0,1,0,0,0.1654,42.1,41.25,38.78,53.46,46.39,43.8,6511,0.067,0.018,0.0323,0.0177,0.0435,0.0398,0.0567,0.0193,0.0285,0.0922
C00488,2026-05-28,潮鞋,Puma,SKU7608,疑似软广,A77574,0,0,0,0,0,0.7783,9.84,24.51,19.64,22.39,15.41,18.29,6566,0.0726,0.0267,0.0107,0.0046,0.0081,0.006,0.0185,0.0087,0.001,0.12
C00489,2026-04-20,潮鞋,Vans,SKU1384,对比测评,A66716,1,0,0,1,1,0.1608,75.81,82.11,51.72,62.84,61.01,66.98,13276,0.0391,0.021,0.0395,0.0297,0.0618,0.045,0.0453,0.0652,0.0298,0.0723
C00490,2026-04-27,潮鞋,Puma,SKU8990,疑似软广,A47246,0,1,0,0,0,0.8409,26.33,21.0,27.9,42.31,28.42,29.06,2924,0.081,0.0272,0.008,0.0039,0.0209,0.0177,0.0213,0.0318,0.001,0.0962
C00491,2026-05-07,潮鞋,Converse,SKU6573,穿搭展示,A80074,0,0,0,0,1,0.3248,30.09,27.63,32.32,34.21,41.52,32.12,8995,0.0681,0.0501,0.0271,0.0134,0.021,0.0145,0.0281,0.0148,0.0116,0.0894
C00492,2026-04-25,潮鞋,Adidas,SKU5430,真实体验,A10011,1,1,1,0,1,0.2993,78.49,63.87,71.11,77.4,72.84,72.94,5866,0.0815,0.0461,0.0311,0.0242,0.0666,0.0676,0.073,0.0828,0.0457,0.0548
C00493,2026-05-15,潮鞋,Puma,SKU5351,真实体验,A77269,1,0,0,0,1,0.2229,49.11,42.97,37.84,48.71,60.38,46.11,8404,0.0494,0.0356,0.0404,0.0266,0.0322,0.0191,0.0318,0.0592,0.0194,0.0738
C00494,2026-05-26,潮鞋,Jordan,SKU2702,价格判断,A39049,0,1,1,1,0,0.2674,65.81,43.24,74.74,68.72,56.87,63.21,13574,0.0395,0.05,0.039,0.0247,0.0605,0.047,0.0771,0.0524,0.0478,0.0629
C00495,2026-05-06,潮鞋,New Balance,SKU5773,价格判断,A27593,1,0,1,0,0,0.2079,68.06,58.42,51.38,62.0,50.22,58.96,6884,0.0544,0.0318,0.0281,0.0201,0.0612,0.0434,0.0668,0.0674,0.0289,0.0828
C00496,2026-04-28,潮鞋,Converse,SKU1126,真实体验,A67625,1,0,0,0,0,0.2457,52.2,52.56,29.44,35.53,51.4,43.17,22109,0.0462,0.0505,0.0554,0.0357,0.0333,0.0237,0.0192,0.0468,0.021,0.081
C00497,2026-04-26,潮鞋,Adidas,SKU9638,穿搭展示,A81488,0,0,0,0,0,0.444,21.82,40.2,23.9,35.44,34.53,30.01,10904,0.0834,0.0494,0.0233,0.0113,0.017,0.0139,0.0181,0.0311,0.009,0.1056
C00498,2026-06-11,潮鞋,Asics,SKU6802,价格判断,A61249,0,0,0,0,0,0.1949,32.25,32.5,27.73,32.16,38.5,31.78,17220,0.0373,0.0197,0.0485,0.0239,0.019,0.0096,0.0296,0.0269,0.0155,0.0911
C00499,2026-06-05,潮鞋,Adidas,SKU7419,价格判断,A50028,0,0,1,0,1,0.2109,55.05,38.36,52.38,40.69,56.7,48.34,11719,0.058,0.0208,0.0352,0.02,0.0423,0.0328,0.0542,0.0285,0.0341,0.0824
C00500,2026-05-01,潮鞋,Jordan,SKU2889,同质化好评,A37105,0,0,0,0,0,0.7401,14.34,30.69,22.6,26.89,52.17,25.97,12355,0.0382,0.0391,0.0118,0.0055,0.0143,0.0075,0.0092,0.0086,0.001,0.105
